L1_code,L1_name,L2_code,L2_name,L3_code,L3_name,L4_code,L4_name,address,lat,lng,ne_lat,ne_lng,sw_lat,sw_lng
28,Telangana,532,Adilabad,4306,Adilabad,568977,Mallapur,,,,,,,
28,Telangana,532,Adilabad,4306,Adilabad,568978,Dimma,,,,,,,
28,Telangana,532,Adilabad,4306,Adilabad,568979,Pochara,Pochera  Telangana 504001  India,19.6977,78.4972,19.7009,78.499,19.6955,78.495
28,Telangana,532,Adilabad,4306,Adilabad,568980,Tarada  (Srimath),,,,,,,
28,Telangana,532,Adilabad,4306,Adilabad,568981,Rampoor (Royati),,,,,,,
28,Telangana,532,Adilabad,4306,Adilabad,568982,Bheemseri,Adilabad  Telangana 504001  India,19.6641,78.532,19.6966,78.5598,19.6283,78.5009
28,Telangana,532,Adilabad,4306,Adilabad,568983,Chanda,,,,,,,
28,Telangana,532,Adilabad,4306,Adilabad,568984,Ganeshpur,,,,,,,
28,Telangana,532,Adilabad,4306,Adilabad,568985,Landasangvi,,,,,,,
28,Telangana,532,Adilabad,4306,Adilabad,568986,Nishanghat,,,,,,,
28,Telangana,532,Adilabad,4306,Adilabad,568987,Arli (Buzurg),Arli Buzurg  Arli T  Telangana 504312  India,19.8386,78.3808,,,,
28,Telangana,532,Adilabad,4306,Adilabad,568988,Takli,,,,,,,
28,Telangana,532,Adilabad,4306,Adilabad,568989,Kumbhajheri,Kumbhajheri  Telangana 504001  India,19.6781,78.6143,19.6899,78.6267,19.6691,78.6038
28,Telangana,532,Adilabad,4306,Adilabad,568990,Ramai,Ramai  Telangana 504001  India,19.6558,78.6314,19.6773,78.6432,19.641,78.6235
28,Telangana,532,Adilabad,4306,Adilabad,568991,Jamuldhari,Jamuldhari  Telangana  India,19.6327,78.637,19.6455,78.6437,19.6166,78.6254
28,Telangana,532,Adilabad,4306,Adilabad,568992,Yapalguda,Yapalguda  Telangana  India,19.6512,78.6058,19.6738,78.6303,19.6159,78.5839
28,Telangana,532,Adilabad,4306,Adilabad,568993,Anukunta,Anukunta  Telangana 504001  India,19.676,78.5636,19.678,78.5648,19.674,78.5623
28,Telangana,532,Adilabad,4306,Adilabad,568994,Battisawargaon,Bhattisavargaon  Telangana 504001  India,19.6681,78.5036,19.6861,78.5196,19.6474,78.4912
28,Telangana,532,Adilabad,4306,Adilabad,568995,Mavala,Mavala  Telangana 504001  India,19.6354,78.5086,19.639,78.5115,19.6325,78.5071
28,Telangana,532,Adilabad,4306,Adilabad,568996,Kachkanti,,,,,,,
28,Telangana,532,Adilabad,4306,Adilabad,568997,Tontoli,Tontoli  Telangana 504001  India,19.6241,78.549,19.6425,78.5741,19.6118,78.5322
28,Telangana,532,Adilabad,4306,Adilabad,568998,Kottur (Nevegaon),,,,,,,
28,Telangana,532,Adilabad,4306,Adilabad,568999,Borenur,Borenur  Telangana 504001  India,19.6301,78.5973,19.6379,78.6127,19.6159,78.5853
28,Telangana,532,Adilabad,4306,Adilabad,569000,Lokari,Lokari  Telangana  India,19.6043,78.6058,19.6188,78.6258,19.57,78.5897
28,Telangana,532,Adilabad,4306,Adilabad,569001,Ankoli,Ankoli  Telangana 504001  India,19.6014,78.5604,19.6173,78.6062,19.5708,78.521
28,Telangana,532,Adilabad,4306,Adilabad,569002,Waghapur,Waghapur  Telangana 504308  India,19.568,78.4631,19.5703,78.4649,19.5652,78.4603
28,Telangana,532,Adilabad,4306,Adilabad,569003,Maleborgaon,Maleborgaon  Telangana  India,19.5758,78.5263,19.5939,78.547,19.5553,78.5084
28,Telangana,532,Adilabad,4306,Adilabad,569004,Chinchughat,Chinchughat  Telangana  India,19.5686,78.5519,19.5821,78.571,19.5521,78.5407
28,Telangana,532,Adilabad,4306,Adilabad,569005,Ankapoor,Ankapoor  Telangana  India,19.5787,78.5718,19.5962,78.5992,19.5534,78.5597
28,Telangana,532,Adilabad,4306,Adilabad,569006,Asodabhurki,Asodabhurki  Telangana  India,19.5574,78.6058,19.5731,78.6496,19.5446,78.5878
28,Telangana,532,Adilabad,4306,Adilabad,569007,Pippaldhari,Pippaldhari  Telangana  India,19.5954,78.6512,19.6151,78.6859,19.5608,78.6232
28,Telangana,532,Adilabad,4306,Adilabad,569008,Wanwat,Wanwat  Telangana  India,19.6085,78.6257,19.6237,78.6436,19.5871,78.6144
28,Telangana,532,Adilabad,4306,Adilabad,569009,Belluri,Belluri  Telangana 504001  India,19.7054,78.5483,19.7074,78.5497,19.7042,78.5465
28,Telangana,532,Adilabad,4306,Adilabad,569010,Khandala,Khandala  Telangana  India,19.5734,78.6739,19.6112,78.6927,19.5356,78.6492
28,Telangana,532,Adilabad,4306,Adilabad,569011,Lohara,Lohara  Telangana 504346  India,19.599,78.7079,19.612,78.7402,19.5884,78.6898
28,Telangana,532,Adilabad,4306,Adilabad,569012,Hathigutta,Hathigutta  Telangana 504346  India,19.586,78.7335,19.5976,78.7551,19.5726,78.7215
28,Telangana,532,Adilabad,4306,Adilabad,569013,Tippa,Tippa  Telangana 504346  India,19.5791,78.7646,19.5865,78.7917,19.5621,78.7538
28,Telangana,532,Adilabad,4306,Adilabad,569014,Maregaon,Maregaon  Telangana 504346  India,19.566,78.742,19.5796,78.76,19.5462,78.7245
28,Telangana,532,Adilabad,4306,Adilabad,569015,Khanapoor,Khanapoor  Telangana 504346  India,19.5756,78.7079,19.5944,78.7298,19.5479,78.6894
28,Telangana,532,Adilabad,4306,Adilabad,569016,Chichadhari,Chichadhari  Telangana 504346  India,19.5404,78.7079,19.5543,78.7453,19.5268,78.6814
28,Telangana,532,Adilabad,4306,Adilabad,569017,Dasnapur (CT),Adilabad  Telangana 504001  India,19.6641,78.532,19.6966,78.5598,19.6283,78.5009
28,Telangana,532,Adilabad,4306,Adilabad,802896,Adilabad (M),Adilabad  Telangana 504001  India,19.6641,78.532,19.6966,78.5598,19.6283,78.5009
28,Telangana,532,Adilabad,4307,Jainad,569018,Hathighat,,,,,,,
28,Telangana,532,Adilabad,4307,Jainad,569019,Guda,Guda  Telangana 504309  India,19.7584,78.7749,19.7598,78.7765,19.757,78.7731
28,Telangana,532,Adilabad,4307,Jainad,569020,Rampurtaraf,Rampurtaraf  Telangana 504309  India,19.7716,78.5178,19.7857,78.5363,19.7579,78.4993
28,Telangana,532,Adilabad,4307,Jainad,569021,Gimma Buzurg,Gimma Buzurg  Telangana 504309  India,19.7868,78.5263,19.8001,78.5398,19.7756,78.5109
28,Telangana,532,Adilabad,4307,Jainad,569022,Korta,Telangana 504309  India,19.7087,78.6796,19.824,78.8552,19.5858,78.4893
28,Telangana,532,Adilabad,4307,Jainad,569023,Kedarpur,Kedarpur  Maharashtra 504309  India,19.8147,78.5317,19.8158,78.5338,19.8137,78.5295
28,Telangana,532,Adilabad,4307,Jainad,569024,Akoli,Akoli  Maharashtra 504309  India,19.8182,78.539,19.8201,78.5413,19.8165,78.5372
28,Telangana,532,Adilabad,4307,Jainad,569025,Gimma (Khurd),,,,,,,
28,Telangana,532,Adilabad,4307,Jainad,569026,Sirsonna,Sirsonna  Telangana 504309  India,19.7548,78.5292,19.7609,78.5393,19.7487,78.5173
28,Telangana,532,Adilabad,4307,Jainad,569027,Mirzapur,,,,,,,
28,Telangana,532,Adilabad,4307,Jainad,569028,Bhoraj,,,,,,,
28,Telangana,532,Adilabad,4307,Jainad,569029,Fouzpur,,,,,,,
28,Telangana,532,Adilabad,4307,Jainad,569030,Poosai,Poosai  Telangana 504309  India,19.7566,78.5576,19.7661,78.5713,19.7467,78.5436
28,Telangana,532,Adilabad,4307,Jainad,569031,Pipparwada,Pipparwada  Telangana 504309  India,19.7771,78.5682,19.779,78.5705,19.7744,78.5662
28,Telangana,532,Adilabad,4307,Jainad,569032,Sekapoor,,,,,,,
28,Telangana,532,Adilabad,4307,Jainad,569033,Moudagada,,,,,,,
28,Telangana,532,Adilabad,4307,Jainad,569034,Kamai,Kamai  Maharashtra 504309  India,19.8167,78.5606,19.8178,78.5616,19.8155,78.5596
28,Telangana,532,Adilabad,4307,Jainad,569035,Dollara,,,,,,,
28,Telangana,532,Adilabad,4307,Jainad,569036,Pendalwada,Pendalwada  Telangana 504302  India,19.8048,78.5948,19.8064,78.5978,19.8036,78.5925
28,Telangana,532,Adilabad,4307,Jainad,569037,Karanwadi,,,,,,,
28,Telangana,532,Adilabad,4307,Jainad,569038,Lekarwadi,Telangana 504309  India,19.7087,78.6796,19.824,78.8552,19.5858,78.4893
28,Telangana,532,Adilabad,4307,Jainad,569039,Dadapoor,,,,,,,
28,Telangana,532,Adilabad,4307,Jainad,569040,Savapur,Devapur Rd  Telangana  India,19.0376,79.4262,19.0545,79.4817,19.0237,79.3701
28,Telangana,532,Adilabad,4307,Jainad,569041,Hashampur,Hashampur  Telangana 504309  India,19.7561,78.5732,19.762,78.5806,19.7498,78.5672
28,Telangana,532,Adilabad,4307,Jainad,569042,Tarada (Buzurg),Tarada Buzurg  Telangana 504309  India,19.7401,78.5746,19.75,78.5814,19.7328,78.5638
28,Telangana,532,Adilabad,4307,Jainad,569043,Awalpur,,,,,,,
28,Telangana,532,Adilabad,4307,Jainad,569044,Nizampur,,,,,,,
28,Telangana,532,Adilabad,4307,Jainad,569045,Nirala,Nirala  Telangana 504309  India,19.7332,78.5977,19.7354,78.5992,19.7314,78.5959
28,Telangana,532,Adilabad,4307,Jainad,569046,Balapur,Balapur  Telangana 504309  India,19.7461,78.5934,19.7482,78.5947,19.7443,78.5914
28,Telangana,532,Adilabad,4307,Jainad,569047,Akurla,Akurla  Telangana 504309  India,19.7595,78.603,19.7742,78.6187,19.7461,78.5891
28,Telangana,532,Adilabad,4307,Jainad,569048,Sangvi (K),Sangvi K  Telangana 504302  India,19.806,78.6239,19.8074,78.6255,19.8047,78.622
28,Telangana,532,Adilabad,4307,Jainad,569049,Deepaiguda,Deepaiguda  Telangana 504309  India,19.7634,78.6519,19.7657,78.6552,19.7622,78.6495
28,Telangana,532,Adilabad,4307,Jainad,569050,Kowtha,Kowtha  Telangana 504309  India,19.7942,78.6399,19.8072,78.6522,19.7703,78.628
28,Telangana,532,Adilabad,4307,Jainad,569051,Hariyali,,,,,,,
28,Telangana,532,Adilabad,4307,Jainad,569052,Bahadurpur,Bahadurpur  Telangana 504309  India,19.7745,78.6541,19.7861,78.6657,19.7644,78.6336
28,Telangana,532,Adilabad,4307,Jainad,569053,Kuthompur,,,,,,,
28,Telangana,532,Adilabad,4307,Jainad,569054,Kura,Kura  Telangana 504309  India,19.7697,78.6711,19.7844,78.6827,19.7567,78.6612
28,Telangana,532,Adilabad,4307,Jainad,569055,Kodekotha,,,,,,,
28,Telangana,532,Adilabad,4307,Jainad,569056,Karanji,Karanji  Andhra Pradesh 504309  India,19.7708,78.6881,19.7816,78.7053,19.7586,78.6792
28,Telangana,532,Adilabad,4307,Jainad,569057,Khapri,Khapri  Telangana 504309  India,19.7483,78.6916,19.7496,78.6934,19.7469,78.6891
28,Telangana,532,Adilabad,4307,Jainad,569058,Umri,Umri  Telangana 504309  India,19.7481,78.6994,19.7603,78.7054,19.7406,78.6904
28,Telangana,532,Adilabad,4307,Jainad,569059,Belgaon,Belgaon  Telangana 504309  India,19.7353,78.6824,19.7434,78.6987,19.7219,78.6675
28,Telangana,532,Adilabad,4307,Jainad,569060,Ballori,Ballori  Telangana 504309  India,19.7063,78.6881,19.723,78.6991,19.6911,78.6748
28,Telangana,532,Adilabad,4307,Jainad,569061,Makoda,Makoda  Telangana 504309  India,19.7169,78.6711,19.7308,78.6849,19.7015,78.6636
28,Telangana,532,Adilabad,4307,Jainad,569062,Jainad,Jainath  Telangana 504309  India,19.7327,78.6427,19.7394,78.6507,19.7251,78.6376
28,Telangana,532,Adilabad,4307,Jainad,569063,Muktapur,Muktapur  Telangana 504309  India,19.714,78.6016,19.7176,78.6096,19.7094,78.5922
28,Telangana,532,Adilabad,4307,Jainad,569064,Ada,Ada  Telangana  India,19.7009,78.603,19.712,78.6134,19.6889,78.5901
28,Telangana,532,Adilabad,4307,Jainad,569065,Kamtha,Kamtha  Telangana  India,19.6901,78.6228,19.7084,78.638,19.6827,78.6055
28,Telangana,532,Adilabad,4307,Jainad,569066,Pardi (Buzurg),,,,,,,
28,Telangana,532,Adilabad,4307,Jainad,569067,Pardi (Khurd),Pardi Khurd  Telangana  India,19.6737,78.637,19.6859,78.6447,19.6643,78.6281
28,Telangana,532,Adilabad,4307,Jainad,569068,Pippalgaon,Pippalgaon  Telangana 504309  India,19.6975,78.6427,19.7103,78.6549,19.676,78.634
28,Telangana,532,Adilabad,4307,Jainad,569069,Laxmipur (Uligan),Telangana 504309  India,19.7087,78.6796,19.824,78.8552,19.5858,78.4893
28,Telangana,532,Adilabad,4307,Jainad,569070,Jamini,Jamini  Telangana 504001  India,19.657,78.6966,19.6752,78.722,19.6357,78.6728
28,Telangana,532,Adilabad,4307,Jainad,569071,Kanpa (Mediguda),,,,,,,
28,Telangana,532,Adilabad,4307,Jainad,569072,Mangurla,Mangurla  Telangana  India,19.6313,78.6626,19.6537,78.6758,19.6123,78.6395
28,Telangana,532,Adilabad,4308,Bela,569073,Narayanpur,,,,,,,
28,Telangana,532,Adilabad,4308,Bela,569074,Sangdi,Sangdi  Andhra Pradesh  India,19.7647,78.7306,19.7828,78.7442,19.7419,78.7081
28,Telangana,532,Adilabad,4308,Bela,569075,Bhedoda,,,,,,,
28,Telangana,532,Adilabad,4308,Bela,569076,Guda,Guda  Telangana 504309  India,19.7584,78.7749,19.7598,78.7765,19.757,78.7731
28,Telangana,532,Adilabad,4308,Bela,569077,Kamgarpur,Kamgarpur  Andhra Pradesh  India,19.7676,78.776,19.7802,78.7969,19.7603,78.7616
28,Telangana,532,Adilabad,4308,Bela,569078,Manyarpur,Manyarpur  Telangana 504309  India,19.7531,78.7788,19.7612,78.7871,19.7472,78.7739
28,Telangana,532,Adilabad,4308,Bela,569079,Khagdur,Khagdur  Andhra Pradesh  India,19.7487,78.8015,19.7617,78.8225,19.7348,78.7835
28,Telangana,532,Adilabad,4308,Bela,569080,Mangrool,Mangrool  Andhra Pradesh 504309  India,19.7477,78.8326,19.7619,78.8488,19.733,78.8114
28,Telangana,532,Adilabad,4308,Bela,569081,Koparuzana,,,,,,,
28,Telangana,532,Adilabad,4308,Bela,569082,Kobhai,Kobhai  Telangana  India,19.7273,78.8354,19.7357,78.8542,19.7174,78.8185
28,Telangana,532,Adilabad,4308,Bela,569083,Datalpur,,,,,,,
28,Telangana,532,Adilabad,4308,Bela,569084,Dehegaon,Dehegaon  Telangana 504309  India,19.73,78.7845,19.7482,78.7957,19.7143,78.7679
28,Telangana,532,Adilabad,4308,Bela,569085,Mohabatpur,Mohabatpur  Telangana 504309  India,19.7344,78.7618,19.7475,78.7763,19.716,78.7523
28,Telangana,532,Adilabad,4308,Bela,569086,Bhodod (Kopsi),Telangana 504309  India,19.7087,78.6796,19.824,78.8552,19.5858,78.4893
28,Telangana,532,Adilabad,4308,Bela,569087,Shamshabad,Shamshabad  Telangana 504309  India,19.7278,78.7505,19.7385,78.7569,19.718,78.734
28,Telangana,532,Adilabad,4308,Bela,569088,Awalpur,Awalpur  Telangana 504309  India,19.7374,78.7164,19.7494,78.7366,19.7266,78.6941
28,Telangana,532,Adilabad,4308,Bela,569089,Sirsanna,Sirsanna  Telangana 504309  India,19.7195,78.7108,19.7298,78.7287,19.7116,78.6974
28,Telangana,532,Adilabad,4308,Bela,569090,Singapur,,,,,,,
28,Telangana,532,Adilabad,4308,Bela,569091,Takli,Takli  Telangana 504309  India,19.7029,78.7278,19.7163,78.7368,19.6961,78.7181
28,Telangana,532,Adilabad,4308,Bela,569092,Dhoptala,Dhoptala  Telangana 504309  India,19.7154,78.7391,19.728,78.7526,19.6985,78.7268
28,Telangana,532,Adilabad,4308,Bela,569093,Bela,Bela  Telangana 504309  India,19.7189,78.7717,19.724,78.776,19.7138,78.766
28,Telangana,532,Adilabad,4308,Bela,569094,Burhanpur,,,,,,,
28,Telangana,532,Adilabad,4308,Bela,569095,Nagrala,,,,,,,
28,Telangana,532,Adilabad,4308,Bela,569096,Patan,Patan  Telangana 504309  India,19.7111,78.8099,19.7257,78.8222,19.7023,78.7917
28,Telangana,532,Adilabad,4308,Bela,569097,Ramkam,Ramkam  Telangana 504309  India,19.709,78.8241,19.7219,78.8351,19.7008,78.8175
28,Telangana,532,Adilabad,4308,Bela,569098,Ponnala,Ponnala  Telangana  India,19.7104,78.8468,19.7225,78.8569,19.7011,78.8318
28,Telangana,532,Adilabad,4308,Bela,569099,Chandpalle,Chandpalle  Telangana  India,19.6897,78.8439,19.7044,78.8597,19.6574,78.8278
28,Telangana,532,Adilabad,4308,Bela,569100,Chaprala,Chaprala  Telangana 504309  India,19.691,78.8184,19.7042,78.8284,19.682,78.8054
28,Telangana,532,Adilabad,4308,Bela,569101,Warur,Warur  Telangana 504309  India,19.6955,78.7958,19.7045,78.8081,19.6803,78.7868
28,Telangana,532,Adilabad,4308,Bela,569102,Junoni,Junoni  Telangana 504309  India,19.702,78.783,19.7089,78.7894,19.6907,78.7718
28,Telangana,532,Adilabad,4308,Bela,569103,Karoni (K),Karoni K  Telangana 504309  India,19.6941,78.7731,19.7066,78.7828,19.6855,78.7598
28,Telangana,532,Adilabad,4308,Bela,569104,Ekori,Ekori  Telangana 504309  India,19.6868,78.7505,19.712,78.765,19.6598,78.7431
28,Telangana,532,Adilabad,4308,Bela,569105,Masala (Buzurg),,,,,,,
28,Telangana,532,Adilabad,4308,Bela,569106,Bhadi,Bhadi  Telangana 504309  India,19.6955,78.7143,19.6983,78.7179,19.6935,78.7114
28,Telangana,532,Adilabad,4308,Bela,569107,Masala (Khurd),Masala Khurd  Telangana 504309  India,19.6474,78.7306,19.6735,78.7439,19.6317,78.7106
28,Telangana,532,Adilabad,4308,Bela,569108,Syedpur,Syedpur  Telangana 504309  India,19.6325,78.7278,19.6381,78.744,19.6144,78.7111
28,Telangana,532,Adilabad,4308,Bela,569109,Toyaguda (Kora),,,,,,,
28,Telangana,532,Adilabad,4308,Bela,569110,Sahej,Sahej  Telangana 504346  India,19.6098,78.7391,19.6282,78.7559,19.5852,78.711
28,Telangana,532,Adilabad,4308,Bela,569111,Sangvi,,,,,,,
28,Telangana,532,Adilabad,4308,Bela,569112,Douna,Douna  Telangana  India,19.615,78.776,19.6383,78.8008,19.5907,78.7405
28,Telangana,532,Adilabad,4308,Bela,569113,Boregaon,Boregaon Rd  Boregaon  Telangana 504110  India,19.1707,78.289,19.1827,78.2945,19.1587,78.2799
28,Telangana,532,Adilabad,4308,Bela,569114,Pohar,Pohar  Telangana 504309  India,19.6699,78.7618,19.6913,78.7777,19.6521,78.7564
28,Telangana,532,Adilabad,4308,Bela,569115,Karoni (B),,,,,,,
28,Telangana,532,Adilabad,4308,Bela,569116,Sadarpur,Sadarpur  Telangana 504309  India,19.6775,78.7901,19.6913,78.8003,19.6631,78.7828
28,Telangana,532,Adilabad,4308,Bela,569117,Sonkhos,Sonkhos  Telangana 504309  India,19.6727,78.8071,19.6828,78.8222,19.6626,78.7988
28,Telangana,532,Adilabad,4308,Bela,569118,Khadki,Khadki  Telangana 504309  India,19.6558,78.8184,19.6669,78.8394,19.6499,78.7981
28,Telangana,532,Adilabad,4308,Bela,569119,Pitgaon,Pitgaon  Telangana 504309  India,19.6742,78.8298,19.6924,78.8507,19.6553,78.8149
28,Telangana,532,Adilabad,4309,Talamadugu,569120,Kosai,Kosai  Maharashtra  India,19.636,78.3245,19.6467,78.3326,19.6319,78.3061
28,Telangana,532,Adilabad,4309,Talamadugu,569121,Palasi (Buzurg),Palasi Buzurg  Telangana 504312  India,19.6687,78.333,19.6869,78.346,19.6435,78.3151
28,Telangana,532,Adilabad,4309,Talamadugu,569122,Palasi (Khurd),Palasi Khurd  Telangana 504312  India,19.6585,78.3558,19.6795,78.3739,19.6422,78.3405
28,Telangana,532,Adilabad,4309,Talamadugu,569123,Kuchalapoor,Kuchalapoor  Andhra Pradesh 504312  India,19.6929,78.3444,19.7124,78.3867,19.661,78.3137
28,Telangana,532,Adilabad,4309,Talamadugu,569124,Lingi,Lingi  Andhra Pradesh 504312  India,19.6979,78.3757,19.7132,78.3913,19.6799,78.3426
28,Telangana,532,Adilabad,4309,Talamadugu,569125,Sunkidi,Sunkidi  Telangana 504312  India,19.6622,78.4127,19.6873,78.4307,19.6531,78.3845
28,Telangana,532,Adilabad,4309,Talamadugu,569126,Umadam,504312  India,19.7381,78.407,19.9168,78.5631,19.5969,78.2706
28,Telangana,532,Adilabad,4309,Talamadugu,569127,Khodad,Khodad  Telangana 504001  India,19.6734,78.4663,19.6747,78.4699,19.6725,78.4635
28,Telangana,532,Adilabad,4309,Talamadugu,569128,Kajjarla,Kajjarla  Telangana  India,19.63,78.4581,19.6521,78.4852,19.6174,78.4334
28,Telangana,532,Adilabad,4309,Talamadugu,569129,Ruyyadi,Ruyyadi  Telangana 504312  India,19.6383,78.4162,19.6409,78.4184,19.6366,78.4129
28,Telangana,532,Adilabad,4309,Talamadugu,569130,Kothur,Kothur  Telangana 504215  India,18.9103,79.1972,18.9205,79.2169,18.9026,79.1779
28,Telangana,532,Adilabad,4309,Talamadugu,569131,Talamadugu,Talamadugu  Telangana 504312  India,19.6426,78.3935,19.6459,78.3978,19.64,78.3905
28,Telangana,532,Adilabad,4309,Talamadugu,569132,Dorli,Dorli  Telangana 504312  India,19.6358,78.3672,19.661,78.3917,19.6212,78.3552
28,Telangana,532,Adilabad,4309,Talamadugu,569133,Kappardevi,Kappardevi  Telangana  India,19.6257,78.3472,19.6435,78.3626,19.6134,78.3311
28,Telangana,532,Adilabad,4309,Talamadugu,569134,Dehegaon,Dehegaon  Andhra Pradesh  India,19.6356,78.3188,19.6688,78.343,19.619,78.2958
28,Telangana,532,Adilabad,4309,Talamadugu,569135,Umrei,Umrei  Telangana  India,19.6242,78.3245,19.6392,78.3399,19.6182,78.3074
28,Telangana,532,Adilabad,4309,Talamadugu,569136,Ratnapur,Samundhar Pally to Rathnapoor Kaandli Road  Telangana 504306  India,19.0502,78.1985,19.0555,78.2051,19.0432,78.1917
28,Telangana,532,Adilabad,4309,Talamadugu,569137,Jhari,Jhari  Telangana  India,19.6069,78.3728,19.6269,78.3927,19.5697,78.3376
28,Telangana,532,Adilabad,4309,Talamadugu,569138,Saknapoor,Saknapoor  Telangana 504312  India,19.6146,78.4013,19.632,78.4108,19.6051,78.3884
28,Telangana,532,Adilabad,4309,Talamadugu,569139,Arli  (Khurd),Arli Khurd  Telangana  India,19.6161,78.424,19.6288,78.4393,19.601,78.4095
28,Telangana,532,Adilabad,4309,Talamadugu,569140,Devapur,Devapur  Telangana  India,19.5367,78.603,19.5474,78.6182,19.5232,78.5938
28,Telangana,532,Adilabad,4309,Talamadugu,569141,Pangadpipri,,,,,,,
