State,District,DT Name,CD Block,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
28,538,Mahbubnagar,225,574906,0,0,VILLAGE,Angadi Raichur,Rural,981,4698,2316,2382,605,329,276,913,418,495,14,9,5,1963,1146,817,2735,1170,1565,2286,1293,993,1803,1135,668,1113,788,325,484,179,305,25,18,7,181,150,31,483,158,325,34,19,15,387,90,297,9,6,3,53,43,10,464,152,312,29,17,12,374,87,287,9,6,3,52,42,10,19,6,13,5,2,3,13,3,10,0,0,0,1,1,0,2412,1023,1389
28,538,Mahbubnagar,225,574907,0,0,VILLAGE,Tekalkode,Rural,388,1859,903,956,266,133,133,518,245,273,452,220,232,705,439,266,1154,464,690,1096,519,577,700,410,290,235,154,81,352,156,196,20,18,2,93,82,11,396,109,287,6,1,5,383,104,279,0,0,0,7,4,3,396,109,287,6,1,5,383,104,279,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,384,379
28,538,Mahbubnagar,225,574908,0,0,VILLAGE,Upparpalle,Rural,39,178,90,88,11,8,3,63,31,32,48,26,22,82,42,40,96,48,48,92,45,47,89,44,45,21,16,5,59,20,39,0,0,0,9,8,1,3,1,2,0,0,0,2,0,2,0,0,0,1,1,0,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,86,45,41
28,538,Mahbubnagar,225,574909,0,0,VILLAGE,Gandlepalle,Rural,22,115,62,53,23,9,14,0,0,0,115,62,53,9,7,2,106,55,51,64,37,27,60,34,26,12,6,6,47,27,20,0,0,0,1,1,0,4,3,1,1,1,0,3,2,1,0,0,0,0,0,0,4,3,1,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,25,26
28,538,Mahbubnagar,225,574910,0,0,VILLAGE,Kastoorpalle,Rural,253,1331,636,695,174,88,86,283,138,145,0,0,0,359,203,156,972,433,539,719,353,366,706,349,357,157,107,50,491,208,283,4,3,1,54,31,23,13,4,9,0,0,0,4,2,2,1,0,1,8,2,6,13,4,9,0,0,0,4,2,2,1,0,1,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,283,329
28,538,Mahbubnagar,225,574911,0,0,VILLAGE,Indanoor,Rural,280,1376,684,692,161,86,75,465,229,236,9,5,4,589,367,222,787,317,470,435,281,154,258,212,46,187,160,27,8,2,6,15,11,4,48,39,9,177,69,108,6,5,1,162,59,103,2,0,2,7,5,2,177,69,108,6,5,1,162,59,103,2,0,2,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,403,538
28,538,Mahbubnagar,225,574912,0,0,VILLAGE,Ravalpalle,Rural,615,3011,1493,1518,370,189,181,530,257,273,42,21,21,1418,820,598,1593,673,920,1471,841,630,1169,703,466,324,268,56,475,168,307,34,21,13,336,246,90,302,138,164,18,16,2,230,90,140,11,6,5,43,26,17,254,115,139,18,16,2,185,68,117,11,6,5,40,25,15,48,23,25,0,0,0,45,22,23,0,0,0,3,1,2,1540,652,888
28,538,Mahbubnagar,225,574913,0,0,VILLAGE,Chinna Nandigam,Rural,262,1276,627,649,184,100,84,491,253,238,0,0,0,408,243,165,868,384,484,669,335,334,642,325,317,309,155,154,291,141,150,11,5,6,31,24,7,27,10,17,0,0,0,18,4,14,4,2,2,5,4,1,25,9,16,0,0,0,16,3,13,4,2,2,5,4,1,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,607,292,315
28,538,Mahbubnagar,225,574914,0,0,VILLAGE,Peddanandigam,Rural,436,2116,1043,1073,297,145,152,368,186,182,144,68,76,958,580,378,1158,463,695,1099,592,507,858,515,343,289,253,36,360,99,261,86,68,18,123,95,28,241,77,164,65,26,39,92,24,68,26,3,23,58,24,34,238,76,162,65,26,39,92,24,68,26,3,23,55,23,32,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,1017,451,566
28,538,Mahbubnagar,225,574915,0,0,VILLAGE,Pyalamaddi,Rural,198,913,453,460,124,58,66,307,153,154,0,0,0,346,214,132,567,239,328,512,260,252,331,208,123,206,141,65,55,18,37,2,2,0,68,47,21,181,52,129,6,4,2,129,21,108,3,2,1,43,25,18,166,44,122,5,3,2,122,19,103,3,2,1,36,20,16,15,8,7,1,1,0,7,2,5,0,0,0,7,5,2,401,193,208
28,538,Mahbubnagar,225,574916,0,0,VILLAGE,Parsapur,Rural,588,2761,1365,1396,435,239,196,396,187,209,704,345,359,1158,704,454,1603,661,942,1417,708,709,998,508,490,378,208,170,524,233,291,8,4,4,88,63,25,419,200,219,10,6,4,354,155,199,12,9,3,43,30,13,409,194,215,10,6,4,351,154,197,10,8,2,38,26,12,10,6,4,0,0,0,3,1,2,2,1,1,5,4,1,1344,657,687
28,538,Mahbubnagar,225,574917,0,0,VILLAGE,Hasnabad,Rural,1059,5748,2811,2937,732,350,382,665,328,337,22,10,12,2834,1646,1188,2914,1165,1749,2857,1548,1309,2615,1463,1152,861,511,350,1252,548,704,44,30,14,458,374,84,242,85,157,7,4,3,165,40,125,2,0,2,68,41,27,217,76,141,6,3,3,147,35,112,2,0,2,62,38,24,25,9,16,1,1,0,18,5,13,0,0,0,6,3,3,2891,1263,1628
28,538,Mahbubnagar,226,0,0,0,CD BLOCK,Bomraspet,Total,10819,55937,27858,28079,7787,4020,3767,8199,4036,4163,15198,7641,7557,22298,13555,8743,33639,14303,19336,30616,15659,14957,27109,14494,12615,15175,9265,5910,7885,2439,5446,437,240,197,3612,2550,1062,3507,1165,2342,362,169,193,2473,618,1855,92,45,47,580,333,247,3225,1059,2166,319,142,177,2314,578,1736,76,38,38,516,301,215,282,106,176,43,27,16,159,40,119,16,7,9,64,32,32,25321,12199,13122
28,538,Mahbubnagar,226,0,0,0,CD BLOCK,Bomraspet,Rural,10819,55937,27858,28079,7787,4020,3767,8199,4036,4163,15198,7641,7557,22298,13555,8743,33639,14303,19336,30616,15659,14957,27109,14494,12615,15175,9265,5910,7885,2439,5446,437,240,197,3612,2550,1062,3507,1165,2342,362,169,193,2473,618,1855,92,45,47,580,333,247,3225,1059,2166,319,142,177,2314,578,1736,76,38,38,516,301,215,282,106,176,43,27,16,159,40,119,16,7,9,64,32,32,25321,12199,13122
28,538,Mahbubnagar,226,0,0,0,CD BLOCK,Bomraspet,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,538,Mahbubnagar,226,574918,0,0,VILLAGE,Yenkepalle,Rural,356,1579,753,826,211,94,117,200,95,105,0,0,0,702,400,302,877,353,524,905,468,437,669,376,293,239,213,26,362,103,259,17,16,1,51,44,7,236,92,144,23,15,8,191,60,131,6,5,1,16,12,4,227,90,137,23,15,8,183,59,124,6,5,1,15,11,4,9,2,7,0,0,0,8,1,7,0,0,0,1,1,0,674,285,389
28,538,Mahbubnagar,226,574919,0,0,VILLAGE,Wadicherla,Rural,362,1930,908,1022,281,135,146,183,82,101,853,419,434,597,334,263,1333,574,759,1172,550,622,1038,508,530,538,305,233,405,148,257,4,3,1,91,52,39,134,42,92,21,3,18,84,28,56,1,0,1,28,11,17,122,42,80,15,3,12,82,28,54,1,0,1,24,11,13,12,0,12,6,0,6,2,0,2,0,0,0,4,0,4,758,358,400
28,538,Mahbubnagar,226,574920,0,0,VILLAGE,Kothur,Rural,515,2518,1251,1267,365,187,178,412,198,214,306,149,157,872,552,320,1646,699,947,1395,697,698,1111,650,461,615,427,188,295,86,209,23,17,6,178,120,58,284,47,237,21,0,21,237,36,201,1,0,1,25,11,14,241,40,201,21,0,21,196,30,166,1,0,1,23,10,13,43,7,36,0,0,0,41,6,35,0,0,0,2,1,1,1123,554,569
28,538,Mahbubnagar,226,574921,0,0,VILLAGE,Thunkumetla,Rural,532,2847,1393,1454,424,210,214,415,205,210,903,439,464,1203,721,482,1644,672,972,1520,812,708,1282,702,580,765,387,378,262,115,147,31,24,7,224,176,48,238,110,128,6,3,3,83,27,56,30,11,19,119,69,50,228,108,120,6,3,3,82,27,55,26,10,16,114,68,46,10,2,8,0,0,0,1,0,1,4,1,3,5,1,4,1327,581,746
28,538,Mahbubnagar,226,574922,0,0,VILLAGE,Bomraspet,Rural,1084,5538,2749,2789,681,353,328,598,314,284,535,262,273,2539,1463,1076,2999,1286,1713,2795,1530,1265,2627,1473,1154,1243,738,505,859,346,513,46,18,28,479,371,108,168,57,111,7,5,2,145,41,104,1,1,0,15,10,5,166,55,111,5,3,2,145,41,104,1,1,0,15,10,5,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2743,1219,1524
28,538,Mahbubnagar,226,574923,0,0,VILLAGE,Dupcherla,Rural,196,832,411,421,90,49,41,387,188,199,30,18,12,335,190,145,497,221,276,463,234,229,455,228,227,386,194,192,32,8,24,0,0,0,37,26,11,8,6,2,1,0,1,0,0,0,0,0,0,7,6,1,8,6,2,1,0,1,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,177,192
28,538,Mahbubnagar,226,574924,0,0,VILLAGE,Salimdapur,Rural,207,1407,693,714,231,128,103,144,70,74,973,474,499,401,241,160,1006,452,554,804,380,424,804,380,424,401,336,65,388,34,354,0,0,0,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,313,290
28,538,Mahbubnagar,226,574925,0,0,VILLAGE,Madanpalle,Rural,218,1337,669,668,193,108,85,59,31,28,766,394,372,450,264,186,887,405,482,808,402,406,768,384,384,573,328,245,147,20,127,0,0,0,48,36,12,40,18,22,9,4,5,31,14,17,0,0,0,0,0,0,16,5,11,7,4,3,9,1,8,0,0,0,0,0,0,24,13,11,2,0,2,22,13,9,0,0,0,0,0,0,529,267,262
28,538,Mahbubnagar,226,574926,0,0,VILLAGE,Burhanpur,Rural,605,3326,1683,1643,494,250,244,475,231,244,1869,948,921,1110,743,367,2216,940,1276,1930,958,972,1529,767,762,783,398,385,422,145,277,26,19,7,298,205,93,401,191,210,33,28,5,290,126,164,9,4,5,69,33,36,351,163,188,16,12,4,275,125,150,8,3,5,52,23,29,50,28,22,17,16,1,15,1,14,1,1,0,17,10,7,1396,725,671
28,538,Mahbubnagar,226,574927,0,0,VILLAGE,Metlakunta,Rural,686,3523,1783,1740,477,271,206,62,34,28,1704,857,847,1339,818,521,2184,965,1219,2012,1032,980,1799,966,833,1238,738,500,295,79,216,39,17,22,227,132,95,213,66,147,7,4,3,120,21,99,12,3,9,74,38,36,198,57,141,7,4,3,119,21,98,11,3,8,61,29,32,15,9,6,0,0,0,1,0,1,1,0,1,13,9,4,1511,751,760
28,538,Mahbubnagar,226,574928,0,0,VILLAGE,Namdarpur,Rural,385,1974,981,993,258,132,126,352,168,184,610,292,318,774,472,302,1200,509,691,1079,548,531,1031,531,500,254,220,34,597,184,413,8,6,2,172,121,51,48,17,31,0,0,0,35,10,25,0,0,0,13,7,6,43,14,29,0,0,0,32,8,24,0,0,0,11,6,5,5,3,2,0,0,0,3,2,1,0,0,0,2,1,1,895,433,462
28,538,Mahbubnagar,226,574929,0,0,VILLAGE,Lingampalle,Rural,199,1006,510,496,110,58,52,182,87,95,4,2,2,462,277,185,544,233,311,624,301,323,611,293,318,367,176,191,240,116,124,1,0,1,3,1,2,13,8,5,2,1,1,6,4,2,3,2,1,2,1,1,9,5,4,1,0,1,6,4,2,0,0,0,2,1,1,4,3,1,1,1,0,0,0,0,3,2,1,0,0,0,382,209,173
28,538,Mahbubnagar,226,574930,0,0,VILLAGE,Nagireddipalle,Rural,110,624,315,309,92,45,47,0,0,0,0,0,0,274,165,109,350,150,200,320,182,138,313,181,132,197,102,95,28,10,18,4,4,0,84,65,19,7,1,6,2,1,1,3,0,3,0,0,0,2,0,2,3,1,2,1,1,0,1,0,1,0,0,0,1,0,1,4,0,4,1,0,1,2,0,2,0,0,0,1,0,1,304,133,171
28,538,Mahbubnagar,226,574931,0,0,VILLAGE,Machanpalle,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,538,Mahbubnagar,226,574932,0,0,VILLAGE,Thirumalapur,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,538,Mahbubnagar,226,574933,0,0,VILLAGE,Regadmailwar,Rural,693,3410,1725,1685,526,273,253,722,364,358,1142,590,552,1268,816,452,2142,909,1233,1816,921,895,1496,785,711,565,433,132,566,126,440,55,34,21,310,192,118,320,136,184,111,51,60,168,62,106,6,2,4,35,21,14,311,132,179,107,49,58,166,61,105,5,2,3,33,20,13,9,4,5,4,2,2,2,1,1,1,0,1,2,1,1,1594,804,790
28,538,Mahbubnagar,226,574934,0,0,VILLAGE,Nazkhanpalle,Rural,130,609,298,311,85,40,45,248,128,120,18,8,10,227,131,96,382,167,215,343,161,182,323,151,172,103,101,2,178,16,162,4,2,2,38,32,6,20,10,10,3,3,0,8,0,8,1,1,0,8,6,2,20,10,10,3,3,0,8,0,8,1,1,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,137,129
28,538,Mahbubnagar,226,574935,0,0,VILLAGE,Chilmalmailwar,Rural,545,3046,1524,1522,443,227,216,379,182,197,1666,837,829,1068,681,387,1978,843,1135,1686,833,853,1652,820,832,864,453,411,499,176,323,28,21,7,261,170,91,34,13,21,7,4,3,15,3,12,1,1,0,11,5,6,32,12,20,7,4,3,15,3,12,0,0,0,10,5,5,2,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1360,691,669
28,538,Mahbubnagar,226,574936,0,0,VILLAGE,Amsanpalle,Rural,108,506,255,251,72,30,42,48,23,25,91,48,43,197,127,70,309,128,181,319,160,159,318,159,159,309,154,155,7,3,4,0,0,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,95,92
28,538,Mahbubnagar,226,574937,0,0,VILLAGE,Chowdarpalle,Rural,336,1753,861,892,267,135,132,258,125,133,0,0,0,538,316,222,1215,545,670,987,501,486,977,496,481,676,365,311,233,76,157,0,0,0,68,55,13,10,5,5,4,2,2,3,2,1,0,0,0,3,1,2,7,4,3,2,1,1,3,2,1,0,0,0,2,1,1,3,1,2,2,1,1,0,0,0,0,0,0,1,0,1,766,360,406
28,538,Mahbubnagar,226,574938,0,0,VILLAGE,Erupumalla,Rural,627,3160,1597,1563,433,235,198,447,221,226,1447,741,706,1223,746,477,1937,851,1086,1760,862,898,1402,822,580,1002,673,329,262,59,203,16,6,10,122,84,38,358,40,318,21,9,12,321,22,299,2,1,1,14,8,6,352,38,314,21,9,12,318,22,296,0,0,0,13,7,6,6,2,4,0,0,0,3,0,3,2,1,1,1,1,0,1400,735,665
28,538,Mahbubnagar,226,574939,0,0,VILLAGE,Gouraram,Rural,289,1485,759,726,176,92,84,275,135,140,433,233,200,867,513,354,618,246,372,607,391,216,551,350,201,305,227,78,184,83,101,1,0,1,61,40,21,56,41,15,2,1,1,28,16,12,3,3,0,23,21,2,56,41,15,2,1,1,28,16,12,3,3,0,23,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,368,510
28,538,Mahbubnagar,226,574940,0,0,VILLAGE,Dudyal,Rural,1031,5469,2723,2746,789,405,384,1124,557,567,401,196,205,2422,1478,944,3047,1245,1802,2886,1500,1386,2667,1432,1235,1632,950,682,549,148,401,106,41,65,380,293,87,219,68,151,26,18,8,164,32,132,4,2,2,25,16,9,159,50,109,20,15,5,116,18,98,3,2,1,20,15,5,60,18,42,6,3,3,48,14,34,1,0,1,5,1,4,2583,1223,1360
28,538,Mahbubnagar,226,574941,0,0,VILLAGE,Lagcherla,Rural,371,2092,1063,1029,259,130,129,206,108,98,706,363,343,829,529,300,1263,534,729,1185,612,573,1005,553,452,577,416,161,344,82,262,9,5,4,75,50,25,180,59,121,5,1,4,112,7,105,8,8,0,55,43,12,174,55,119,5,1,4,111,7,104,7,7,0,51,40,11,6,4,2,0,0,0,1,0,1,1,1,0,4,3,1,907,451,456
28,538,Mahbubnagar,226,574942,0,0,VILLAGE,Erlapalle,Rural,259,1240,619,621,173,96,77,120,58,62,558,277,281,501,301,200,739,318,421,657,341,316,641,339,302,333,218,115,249,84,165,0,0,0,59,37,22,16,2,14,3,1,2,10,1,9,0,0,0,3,0,3,13,1,12,2,0,2,9,1,8,0,0,0,2,0,2,3,1,2,1,1,0,1,0,1,0,0,0,1,0,1,583,278,305
28,538,Mahbubnagar,226,574943,0,0,VILLAGE,Hakimpeta,Rural,410,1965,988,977,262,135,127,245,118,127,5,2,3,957,600,357,1008,388,620,1012,519,493,742,405,337,353,209,144,207,70,137,8,2,6,174,124,50,270,114,156,20,11,9,224,90,134,4,1,3,22,12,10,255,108,147,19,10,9,215,88,127,3,1,2,18,9,9,15,6,9,1,1,0,9,2,7,1,0,1,4,3,1,953,469,484
28,538,Mahbubnagar,226,574944,0,0,VILLAGE,Polepalle,Rural,565,2761,1347,1414,395,202,193,658,314,344,178,92,86,1143,677,466,1618,670,948,1531,764,767,1298,743,555,857,504,353,275,122,153,11,5,6,155,112,43,233,21,212,27,3,24,195,16,179,0,0,0,11,2,9,233,21,212,27,3,24,195,16,179,0,0,0,11,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,583,647
28,538,Mahbubnagar,227,0,0,0,CD BLOCK,Kosgi,Total,11841,57495,28575,28920,7696,3984,3712,9333,4596,4737,3134,1621,1513,26707,15937,10770,30788,12638,18150,29411,15783,13628,26302,14678,11624,9706,6646,3060,10256,3438,6818,765,389,376,5575,4205,1370,3109,1105,2004,197,102,95,2227,652,1575,121,41,80,564,310,254,2867,1023,1844,172,90,82,2105,629,1476,99,35,64,491,269,222,242,82,160,25,12,13,122,23,99,22,6,16,73,41,32,28084,12792,15292
28,538,Mahbubnagar,227,0,0,0,CD BLOCK,Kosgi,Rural,11841,57495,28575,28920,7696,3984,3712,9333,4596,4737,3134,1621,1513,26707,15937,10770,30788,12638,18150,29411,15783,13628,26302,14678,11624,9706,6646,3060,10256,3438,6818,765,389,376,5575,4205,1370,3109,1105,2004,197,102,95,2227,652,1575,121,41,80,564,310,254,2867,1023,1844,172,90,82,2105,629,1476,99,35,64,491,269,222,242,82,160,25,12,13,122,23,99,22,6,16,73,41,32,28084,12792,15292
28,538,Mahbubnagar,227,0,0,0,CD BLOCK,Kosgi,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
