State,District,DT Name,CD Block,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
28,541,Khammam,0398,578688,0000,000000,VILLAGE,Peruru (G),Rural,576,2217,1151,1066,202,102,100,259,120,139,728,435,293,1219,732,487,998,419,579,1282,642,640,1066,571,495,195,145,50,834,402,432,0,0,0,37,24,13,216,71,145,9,4,5,197,58,139,1,1,0,9,8,1,216,71,145,9,4,5,197,58,139,1,1,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,509,426
28,541,Khammam,0398,578689,0000,000000,VILLAGE,Peruru (Z),Rural,148,655,361,294,62,33,29,151,87,64,138,66,72,373,243,130,282,118,164,420,254,166,405,251,154,5,4,1,243,124,119,1,1,0,156,122,34,15,3,12,1,1,0,14,2,12,0,0,0,0,0,0,9,2,7,0,0,0,9,2,7,0,0,0,0,0,0,6,1,5,1,1,0,5,0,5,0,0,0,0,0,0,235,107,128
28,541,Khammam,0398,578690,0000,000000,VILLAGE,Ghattuveerapuram (Z),Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,541,Khammam,0398,578691,0000,000000,VILLAGE,Chinnagollagudem (Z),Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,541,Khammam,0398,578692,0000,000000,VILLAGE,Rampuram,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,541,Khammam,0398,578693,0000,000000,VILLAGE,Ayyavaripeta (G),Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,541,Khammam,0398,578694,0000,000000,VILLAGE,Bhuvanapalle,Rural,864,2980,1460,1520,339,158,181,780,391,389,184,94,90,1566,893,673,1414,567,847,1799,893,906,1615,845,770,481,310,171,1053,477,576,4,2,2,77,56,21,184,48,136,3,0,3,171,41,130,1,1,0,9,6,3,174,42,132,2,0,2,166,38,128,1,1,0,5,3,2,10,6,4,1,0,1,5,3,2,0,0,0,4,3,1,1181,567,614
28,541,Khammam,0398,578695,0000,000000,VILLAGE,Ayyavaripeta (Z),Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,541,Khammam,0398,578696,0000,000000,VILLAGE,Korakal (Z),Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,541,Khammam,0398,578697,0000,000000,VILLAGE,Dharmavaram,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,541,Khammam,0398,578698,0000,000000,VILLAGE,Lakshmipuram,Rural,188,725,362,363,68,40,28,101,47,54,620,312,308,397,228,169,328,134,194,285,210,75,23,17,6,3,3,0,4,4,0,0,0,0,16,10,6,262,193,69,0,0,0,255,188,67,0,0,0,7,5,2,262,193,69,0,0,0,255,188,67,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,152,288
28,541,Khammam,0398,578699,0000,000000,VILLAGE,Lingapeta (Z),Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,541,Khammam,0398,578700,0000,000000,VILLAGE,Arlagudem (G),Rural,61,188,94,94,20,10,10,0,0,0,170,87,83,96,57,39,92,37,55,132,64,68,55,46,9,38,37,1,16,9,7,0,0,0,1,0,1,77,18,59,0,0,0,77,18,59,0,0,0,0,0,0,74,17,57,0,0,0,74,17,57,0,0,0,0,0,0,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0,56,30,26
28,541,Khammam,0398,578701,0000,000000,VILLAGE,Arlagudem (Z),Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,541,Khammam,0398,578702,0000,000000,VILLAGE,Chintoor (Z),Rural,167,507,253,254,53,28,25,174,86,88,63,30,33,244,148,96,263,105,158,328,156,172,134,121,13,75,73,2,50,41,9,0,0,0,9,7,2,194,35,159,2,1,1,179,32,147,1,1,0,12,1,11,180,30,150,1,0,1,168,28,140,1,1,0,10,1,9,14,5,9,1,1,0,11,4,7,0,0,0,2,0,2,179,97,82
28,541,Khammam,0398,578703,0000,000000,VILLAGE,Chintoor (G),Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,541,Khammam,0398,578704,0000,000000,VILLAGE,Cherukur (Z),Rural,20,67,37,30,0,0,0,5,3,2,44,24,20,48,27,21,19,10,9,47,22,25,45,21,24,4,1,3,41,20,21,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,5
28,541,Khammam,0398,578705,0000,000000,VILLAGE,Cherukur (G),Rural,258,907,428,479,72,32,40,1,1,0,716,344,372,572,301,271,335,127,208,568,283,285,465,240,225,158,95,63,289,135,154,0,0,0,18,10,8,103,43,60,17,12,5,85,30,55,0,0,0,1,1,0,81,31,50,9,6,3,71,24,47,0,0,0,1,1,0,22,12,10,8,6,2,14,6,8,0,0,0,0,0,0,339,145,194
28,541,Khammam,0398,578706,0000,000000,VILLAGE,Mulkanapalle (G),Rural,22,67,44,23,12,10,2,0,0,0,66,43,23,22,17,5,45,27,18,47,28,19,5,5,0,3,3,0,2,2,0,0,0,0,0,0,0,42,23,19,2,2,0,38,21,17,0,0,0,2,0,2,42,23,19,2,2,0,38,21,17,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,4
28,541,Khammam,0398,578707,0000,000000,VILLAGE,Penugolu (G),Rural,36,153,73,80,17,5,12,0,0,0,153,73,80,58,31,27,95,42,53,114,57,57,35,29,6,29,26,3,1,0,1,1,1,0,4,2,2,79,28,51,0,0,0,79,28,51,0,0,0,0,0,0,79,28,51,0,0,0,79,28,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,16,23
28,541,Khammam,0398,578708,0000,000000,VILLAGE,Koyaveerapuram (G),Rural,127,422,200,222,32,16,16,0,0,0,414,196,218,215,119,96,207,81,126,245,115,130,184,91,93,64,34,30,117,54,63,0,0,0,3,3,0,61,24,37,3,1,2,45,15,30,0,0,0,13,8,5,35,13,22,2,0,2,27,9,18,0,0,0,6,4,2,26,11,15,1,1,0,18,6,12,0,0,0,7,4,3,177,85,92
28,541,Khammam,0398,578709,0000,000000,VILLAGE,Padigapuram(Z),Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,541,Khammam,0398,578710,0000,000000,VILLAGE,Peddagollagudem (G),Rural,109,468,172,296,35,17,18,51,23,28,232,56,176,334,118,216,134,54,80,230,117,113,229,117,112,25,25,0,200,91,109,0,0,0,4,1,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,55,183
28,541,Khammam,0398,578711,0000,000000,VILLAGE,Peddagollagudem (Z),Rural,54,197,93,104,10,7,3,0,0,0,148,71,77,151,78,73,46,15,31,111,55,56,111,55,56,18,18,0,92,37,55,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,38,48
28,541,Khammam,0398,578712,0000,000000,VILLAGE,Cheekupalle (Z),Rural,102,363,186,177,25,11,14,0,0,0,348,181,167,272,154,118,91,32,59,220,112,108,189,99,90,13,11,2,157,77,80,3,2,1,16,9,7,31,13,18,0,0,0,25,8,17,0,0,0,6,5,1,29,13,16,0,0,0,23,8,15,0,0,0,6,5,1,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,143,74,69
28,541,Khammam,0398,578713,0000,000000,VILLAGE,Gummadidoddi(Z),Rural,171,560,268,292,41,18,23,21,13,8,457,222,235,343,194,149,217,74,143,354,167,187,267,142,125,124,113,11,141,28,113,1,0,1,1,1,0,87,25,62,3,1,2,75,21,54,2,0,2,7,3,4,63,18,45,2,0,2,57,17,40,0,0,0,4,1,3,24,7,17,1,1,0,18,4,14,2,0,2,3,2,1,206,101,105
28,541,Khammam,0398,578714,0000,000000,VILLAGE,Gummadidoddi(G) Chalka,Rural,78,240,113,127,26,12,14,23,9,14,174,80,94,142,77,65,98,36,62,153,75,78,60,54,6,48,47,1,3,2,1,0,0,0,9,5,4,93,21,72,2,0,2,87,20,67,0,0,0,4,1,3,93,21,72,2,0,2,87,20,67,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,38,49
28,541,Khammam,0398,578715,0000,000000,VILLAGE,Janagalapalle (G),Rural,217,788,337,451,82,22,60,12,6,6,536,205,331,491,233,258,297,104,193,346,195,151,324,184,140,42,40,2,240,115,125,11,7,4,31,22,9,22,11,11,2,2,0,15,5,10,2,2,0,3,2,1,18,9,9,2,2,0,12,4,8,1,1,0,3,2,1,4,2,2,0,0,0,3,1,2,1,1,0,0,0,0,442,142,300
28,541,Khammam,0398,578716,0000,000000,VILLAGE,Ippagudem(G),Rural,108,363,175,188,51,26,25,0,0,0,349,169,180,191,107,84,172,68,104,241,113,128,84,77,7,71,70,1,6,5,1,2,0,2,5,2,3,157,36,121,2,0,2,152,33,119,0,0,0,3,3,0,157,36,121,2,0,2,152,33,119,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,62,60
28,541,Khammam,0398,578717,0000,000000,VILLAGE,Dulapuram(G),Rural,138,464,229,235,40,24,16,0,0,0,234,117,117,257,152,105,207,77,130,280,137,143,196,124,72,47,47,0,140,71,69,5,5,0,4,1,3,84,13,71,1,0,1,82,12,70,0,0,0,1,1,0,83,13,70,1,0,1,81,12,69,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,184,92,92
28,541,Khammam,0398,578718,0000,000000,VILLAGE,Nagaram (G),Rural,296,1007,485,522,93,48,45,8,4,4,546,268,278,595,332,263,412,153,259,508,284,224,319,200,119,84,64,20,78,34,44,6,6,0,151,96,55,189,84,105,14,5,9,87,38,49,2,0,2,86,41,45,185,82,103,14,5,9,84,36,48,2,0,2,85,41,44,4,2,2,0,0,0,3,2,1,0,0,0,1,0,1,499,201,298
28,541,Khammam,0398,578719,0000,000000,VILLAGE,Wazeed(G),Rural,244,941,506,435,81,41,40,209,128,81,374,189,185,487,304,183,454,202,252,514,286,228,508,283,225,96,74,22,394,194,200,0,0,0,18,15,3,6,3,3,2,2,0,1,1,0,0,0,0,3,0,3,6,3,3,2,2,0,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,220,207
28,541,Khammam,0398,578720,0000,000000,VILLAGE,Pusur Patch - II,Rural,16,57,28,29,7,5,2,57,28,29,0,0,0,13,7,6,44,21,23,39,17,22,32,15,17,8,7,1,23,8,15,0,0,0,1,0,1,7,2,5,0,0,0,7,2,5,0,0,0,0,0,0,7,2,5,0,0,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,7
28,541,Khammam,0398,578721,0000,000000,VILLAGE,Pusur Patch - I,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,541,Khammam,0398,578722,0000,000000,VILLAGE,Kongala (G),Rural,420,1385,686,699,129,63,66,403,211,192,303,143,160,710,433,277,675,253,422,855,438,417,585,300,285,23,14,9,527,258,269,2,1,1,33,27,6,270,138,132,15,7,8,230,117,113,10,4,6,15,10,5,220,116,104,9,5,4,202,103,99,1,1,0,8,7,1,50,22,28,6,2,4,28,14,14,9,3,6,7,3,4,530,248,282
28,541,Khammam,0398,578723,0000,000000,VILLAGE,Arunachalapuram,Rural,82,298,145,153,25,9,16,34,14,20,239,118,121,147,93,54,151,52,99,183,90,93,159,81,78,68,34,34,82,41,41,0,0,0,9,6,3,24,9,15,1,0,1,21,8,13,0,0,0,2,1,1,22,8,14,1,0,1,20,8,12,0,0,0,1,0,1,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,115,55,60
28,541,Khammam,0398,578724,0000,000000,VILLAGE,Ghanapuram (Z),Rural,91,369,177,192,24,10,14,30,17,13,328,156,172,185,94,91,184,83,101,226,103,123,222,101,121,4,4,0,216,96,120,0,0,0,2,1,1,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,74,69
28,541,Khammam,0398,578725,0000,000000,VILLAGE,Koppusuru,Rural,217,712,368,344,66,40,26,210,109,101,250,123,127,372,217,155,340,151,189,502,254,248,501,253,248,0,0,0,487,243,244,0,0,0,14,10,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,114,96
28,541,Khammam,0398,578726,0000,000000,VILLAGE,Kacharam (G),Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,541,Khammam,0398,578727,0000,000000,VILLAGE,Pusur (Z),Rural,197,667,333,334,66,34,32,96,44,52,492,253,239,368,223,145,299,110,189,403,206,197,360,194,166,233,140,93,103,39,64,4,2,2,20,13,7,43,12,31,1,0,1,42,12,30,0,0,0,0,0,0,43,12,31,1,0,1,42,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,127,137
28,541,Khammam,0398,578728,0000,000000,VILLAGE,Lalpet (G),Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,541,Khammam,0398,578729,0000,000000,VILLAGE,Bommanapalle (G),Rural,103,381,185,196,30,12,18,0,0,0,232,117,115,214,122,92,167,63,104,256,130,126,134,110,24,4,4,0,113,93,20,0,0,0,17,13,4,122,20,102,0,0,0,121,20,101,0,0,0,1,0,1,121,20,101,0,0,0,120,20,100,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,125,55,70
28,541,Khammam,0398,578730,0000,000000,VILLAGE,Annavaram (G),Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,541,Khammam,0398,578731,0000,000000,VILLAGE,Morumuru (Z),Rural,63,210,109,101,13,6,7,0,0,0,205,106,99,119,76,43,91,33,58,167,85,82,167,85,82,0,0,0,167,85,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,24,19
28,541,Khammam,0398,578732,0000,000000,VILLAGE,Morumuru (G),Rural,283,909,445,464,87,48,39,58,28,30,760,375,385,424,233,191,485,212,273,613,303,310,580,283,297,20,17,3,557,263,294,0,0,0,3,3,0,33,20,13,10,4,6,20,14,6,0,0,0,3,2,1,33,20,13,10,4,6,20,14,6,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,142,154
28,541,Khammam,0398,578733,0000,000000,VILLAGE,Pragallapalle (Z),Rural,4,10,5,5,0,0,0,0,0,0,10,5,5,5,5,0,5,0,5,7,3,4,7,3,4,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
