State,District,DT Name,CD Block,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
28,550,Sri Potti Sriramulu Nellore,821,591611,0,0,VILLAGE,Nemalladinne,Rural,91,313,158,155,39,22,17,45,22,23,112,59,53,150,91,59,163,67,96,129,87,42,123,86,37,15,13,2,65,38,27,0,0,0,43,35,8,6,1,5,1,0,1,3,1,2,0,0,0,2,0,2,6,1,5,1,0,1,3,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,71,113
28,550,Sri Potti Sriramulu Nellore,821,591612,0,0,VILLAGE,Devisettipalle,Rural,98,391,189,202,35,22,13,0,0,0,0,0,0,218,128,90,173,61,112,139,95,44,139,95,44,6,6,0,119,75,44,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,94,158
28,550,Sri Potti Sriramulu Nellore,821,591613,0,0,VILLAGE,Seetharamapuram,Rural,1460,6054,3100,2954,707,348,359,846,426,420,49,26,23,3556,2183,1373,2498,917,1581,2159,1567,592,1085,939,146,72,68,4,362,298,64,9,9,0,642,564,78,1074,628,446,17,14,3,757,352,405,5,4,1,295,258,37,644,360,284,16,14,2,422,170,252,1,0,1,205,176,29,430,268,162,1,0,1,335,182,153,4,4,0,90,82,8,3895,1533,2362
28,550,Sri Potti Sriramulu Nellore,821,591614,0,0,VILLAGE,Narayanampet,Rural,152,598,294,304,64,36,28,12,4,8,0,0,0,378,225,153,220,69,151,245,155,90,149,140,9,21,21,0,77,73,4,0,0,0,51,46,5,96,15,81,0,0,0,92,11,81,0,0,0,4,4,0,84,11,73,0,0,0,82,9,73,0,0,0,2,2,0,12,4,8,0,0,0,10,2,8,0,0,0,2,2,0,353,139,214
28,550,Sri Potti Sriramulu Nellore,821,591615,0,0,VILLAGE,Pandrangi,Rural,85,396,199,197,71,28,43,1,1,0,92,47,45,151,94,57,245,105,140,224,112,112,148,53,95,22,22,0,104,14,90,2,2,0,20,15,5,76,59,17,0,0,0,4,1,3,1,1,0,71,57,14,72,55,17,0,0,0,3,0,3,1,1,0,68,54,14,4,4,0,0,0,0,1,1,0,0,0,0,3,3,0,172,87,85
28,550,Sri Potti Sriramulu Nellore,821,591616,0,0,VILLAGE,Singareddipalle,Rural,496,1837,905,932,179,80,99,154,72,82,11,5,6,1013,643,370,824,262,562,913,561,352,453,387,66,137,129,8,108,64,44,4,2,2,204,192,12,460,174,286,14,12,2,374,99,275,8,6,2,64,57,7,455,172,283,14,12,2,371,99,272,7,5,2,63,56,7,5,2,3,0,0,0,3,0,3,1,1,0,1,1,0,924,344,580
28,550,Sri Potti Sriramulu Nellore,821,591617,0,0,VILLAGE,Ayyavaripalle,Rural,298,1306,695,611,140,74,66,317,171,146,6,4,2,844,544,300,462,151,311,627,330,297,510,294,216,48,46,2,237,61,176,3,2,1,222,185,37,117,36,81,3,3,0,77,14,63,1,0,1,36,19,17,101,29,72,1,1,0,65,11,54,1,0,1,34,17,17,16,7,9,2,2,0,12,3,9,0,0,0,2,2,0,679,365,314
28,550,Sri Potti Sriramulu Nellore,821,591618,0,0,VILLAGE,Gangavaram,Rural,356,1402,720,682,148,88,60,612,314,298,21,10,11,813,494,319,589,226,363,600,393,207,418,317,101,64,60,4,271,192,79,25,16,9,58,49,9,182,76,106,6,4,2,115,44,71,37,10,27,24,18,6,36,19,17,1,1,0,19,9,10,6,2,4,10,7,3,146,57,89,5,3,2,96,35,61,31,8,23,14,11,3,802,327,475
28,550,Sri Potti Sriramulu Nellore,821,591619,0,0,VILLAGE,Balayapalle,Rural,283,1161,585,576,131,64,67,212,107,105,58,28,30,739,445,294,422,140,282,473,322,151,355,247,108,58,57,1,179,94,85,0,0,0,118,96,22,118,75,43,8,5,3,95,56,39,0,0,0,15,14,1,116,74,42,8,5,3,93,55,38,0,0,0,15,14,1,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,688,263,425
28,550,Sri Potti Sriramulu Nellore,821,591620,0,0,VILLAGE,Devarajusurayapalle,Rural,237,937,487,450,116,56,60,0,0,0,21,14,7,499,333,166,438,154,284,440,254,186,182,175,7,58,58,0,13,12,1,4,1,3,107,104,3,258,79,179,7,0,7,164,43,121,5,4,1,82,32,50,203,65,138,7,0,7,150,40,110,5,4,1,41,21,20,55,14,41,0,0,0,14,3,11,0,0,0,41,11,30,497,233,264
28,550,Sri Potti Sriramulu Nellore,821,591621,0,0,VILLAGE,Devammacheruvu,Rural,118,462,237,225,72,39,33,10,5,5,112,57,55,201,122,79,261,115,146,200,118,82,193,116,77,43,34,9,100,46,54,2,1,1,48,35,13,7,2,5,0,0,0,7,2,5,0,0,0,0,0,0,7,2,5,0,0,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,119,143
28,550,Sri Potti Sriramulu Nellore,821,591622,0,0,VILLAGE,Vempallethoka,Rural,35,151,76,75,34,15,19,0,0,0,55,27,28,48,28,20,103,48,55,45,40,5,43,39,4,11,11,0,7,3,4,0,0,0,25,25,0,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,36,70
28,550,Sri Potti Sriramulu Nellore,821,591623,0,0,VILLAGE,Basinenipalle,Rural,510,2364,1210,1154,303,165,138,690,354,336,87,44,43,1440,893,547,924,317,607,983,639,344,776,515,261,151,144,7,308,98,210,14,7,7,303,266,37,207,124,83,2,2,0,176,97,79,4,4,0,25,21,4,178,113,65,2,2,0,148,87,61,4,4,0,24,20,4,29,11,18,0,0,0,28,10,18,0,0,0,1,1,0,1381,571,810
28,550,Sri Potti Sriramulu Nellore,821,591624,0,0,VILLAGE,Padamati Rompidodla,Rural,178,757,383,374,124,60,64,189,99,90,0,0,0,444,275,169,313,108,205,428,226,202,424,224,200,21,18,3,378,187,191,0,0,0,25,19,6,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,157,172
28,550,Sri Potti Sriramulu Nellore,822,0,0,0,CD BLOCK,Udayagiri,Total,9020,36378,18515,17863,4122,2114,2008,5979,3005,2974,1292,655,637,22481,13379,9102,13897,5136,8761,16608,10714,5894,14192,9791,4401,3128,2158,970,4168,1983,2185,124,79,45,6772,5571,1201,2416,923,1493,117,51,66,1506,429,1077,69,17,52,724,426,298,2125,845,1280,112,49,63,1341,398,943,57,16,41,615,382,233,291,78,213,5,2,3,165,31,134,12,1,11,109,44,65,19770,7801,11969
28,550,Sri Potti Sriramulu Nellore,822,0,0,0,CD BLOCK,Udayagiri,Rural,9020,36378,18515,17863,4122,2114,2008,5979,3005,2974,1292,655,637,22481,13379,9102,13897,5136,8761,16608,10714,5894,14192,9791,4401,3128,2158,970,4168,1983,2185,124,79,45,6772,5571,1201,2416,923,1493,117,51,66,1506,429,1077,69,17,52,724,426,298,2125,845,1280,112,49,63,1341,398,943,57,16,41,615,382,233,291,78,213,5,2,3,165,31,134,12,1,11,109,44,65,19770,7801,11969
28,550,Sri Potti Sriramulu Nellore,822,0,0,0,CD BLOCK,Udayagiri,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,550,Sri Potti Sriramulu Nellore,822,591625,0,0,VILLAGE,Pappulavaripalle,Rural,44,146,74,72,9,3,6,0,0,0,9,5,4,56,40,16,90,34,56,98,53,45,97,52,45,33,20,13,52,24,28,0,0,0,12,8,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,21,27
28,550,Sri Potti Sriramulu Nellore,822,591626,0,0,VILLAGE,Kotayapalle,Rural,68,276,138,138,26,15,11,75,36,39,0,0,0,140,90,50,136,48,88,149,75,74,149,75,74,20,12,8,101,38,63,0,0,0,28,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,63,64
28,550,Sri Potti Sriramulu Nellore,822,591627,0,0,VILLAGE,Arlapadiya,Rural,163,610,315,295,60,33,27,232,118,114,39,19,20,347,216,131,263,99,164,329,196,133,292,181,111,76,41,35,111,44,67,12,11,1,93,85,8,37,15,22,1,1,0,32,11,21,1,1,0,3,2,1,32,13,19,0,0,0,29,11,18,1,1,0,2,1,1,5,2,3,1,1,0,3,0,3,0,0,0,1,1,0,281,119,162
28,550,Sri Potti Sriramulu Nellore,822,591628,0,0,VILLAGE,Krishnampalle,Rural,308,1182,600,582,119,58,61,161,76,85,0,0,0,657,418,239,525,182,343,721,376,345,486,299,187,205,152,53,124,33,91,13,8,5,144,106,38,235,77,158,1,1,0,140,27,113,31,8,23,63,41,22,192,68,124,1,1,0,117,23,94,24,7,17,50,37,13,43,9,34,0,0,0,23,4,19,7,1,6,13,4,9,461,224,237
28,550,Sri Potti Sriramulu Nellore,822,591629,0,0,VILLAGE,Chowdepalle,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,550,Sri Potti Sriramulu Nellore,822,591630,0,0,VILLAGE,Gandipalem,Rural,865,3481,1800,1681,396,200,196,753,378,375,26,12,14,2177,1335,842,1304,465,839,1494,1024,470,1308,959,349,175,126,49,421,238,183,8,7,1,704,588,116,186,65,121,8,5,3,127,33,94,1,1,0,50,26,24,167,61,106,8,5,3,117,31,86,1,1,0,41,24,17,19,4,15,0,0,0,10,2,8,0,0,0,9,2,7,1987,776,1211
28,550,Sri Potti Sriramulu Nellore,822,591631,0,0,VILLAGE,Gudinarava,Rural,178,725,387,338,62,39,23,159,84,75,41,22,19,397,267,130,328,120,208,403,216,187,399,213,186,166,111,55,193,67,126,0,0,0,40,35,5,4,3,1,1,1,0,2,1,1,0,0,0,1,1,0,4,3,1,1,1,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,171,151
28,550,Sri Potti Sriramulu Nellore,822,591632,0,0,VILLAGE,Thirumalapuram,Rural,325,1267,640,627,154,91,63,184,97,87,258,136,122,657,394,263,610,246,364,607,380,227,526,340,186,134,134,0,283,105,178,0,0,0,109,101,8,81,40,41,0,0,0,43,5,38,0,0,0,38,35,3,80,39,41,0,0,0,43,5,38,0,0,0,37,34,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,660,260,400
28,550,Sri Potti Sriramulu Nellore,822,591633,0,0,VILLAGE,Sunnamvarichintala,Rural,164,582,292,290,47,14,33,10,5,5,1,1,0,310,205,105,272,87,185,293,183,110,286,180,106,103,97,6,150,57,93,3,3,0,30,23,7,7,3,4,0,0,0,7,3,4,0,0,0,0,0,0,6,2,4,0,0,0,6,2,4,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,289,109,180
28,550,Sri Potti Sriramulu Nellore,822,591634,0,0,VILLAGE,Gannepalle,Rural,255,1053,558,495,88,49,39,179,95,84,5,3,2,662,416,246,391,142,249,665,340,325,633,327,306,301,152,149,284,138,146,8,4,4,40,33,7,32,13,19,4,2,2,20,6,14,1,0,1,7,5,2,32,13,19,4,2,2,20,6,14,1,0,1,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,218,170
28,550,Sri Potti Sriramulu Nellore,822,591635,0,0,VILLAGE,Kurrapalle,Rural,161,599,304,295,75,41,34,112,52,60,0,0,0,315,194,121,284,110,174,345,192,153,327,183,144,69,33,36,195,102,93,2,1,1,61,47,14,18,9,9,4,2,2,4,3,1,0,0,0,10,4,6,17,9,8,4,2,2,4,3,1,0,0,0,9,4,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,254,112,142
28,550,Sri Potti Sriramulu Nellore,822,591636,0,0,VILLAGE,Sakunalapalle,Rural,216,837,428,409,92,59,33,236,124,112,33,20,13,492,302,190,345,126,219,382,229,153,334,215,119,92,87,5,145,55,90,1,0,1,96,73,23,48,14,34,4,1,3,33,4,29,0,0,0,11,9,2,45,13,32,3,1,2,32,4,28,0,0,0,10,8,2,3,1,2,1,0,1,1,0,1,0,0,0,1,1,0,455,199,256
28,550,Sri Potti Sriramulu Nellore,822,591637,0,0,VILLAGE,Pullayapalle,Rural,210,845,434,411,94,54,40,259,129,130,32,18,14,490,305,185,355,129,226,433,239,194,430,237,193,39,36,3,337,154,183,1,1,0,53,46,7,3,2,1,0,0,0,1,0,1,0,0,0,2,2,0,3,2,1,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,195,217
28,550,Sri Potti Sriramulu Nellore,822,591638,0,0,VILLAGE,Bandaganipalle,Rural,504,1986,1001,985,244,115,129,207,111,96,143,74,69,1124,668,456,862,333,529,1050,615,435,862,511,351,320,199,121,426,222,204,0,0,0,116,90,26,188,104,84,5,2,3,100,44,56,3,1,2,80,57,23,141,91,50,4,2,2,79,42,37,1,1,0,57,46,11,47,13,34,1,0,1,21,2,19,2,0,2,23,11,12,936,386,550
28,550,Sri Potti Sriramulu Nellore,822,591639,0,0,VILLAGE,Gangulavari Cheruvu Palle,Rural,802,3041,1514,1527,375,203,172,529,261,268,24,13,11,1678,1007,671,1363,507,856,1704,904,800,940,586,354,361,210,151,402,217,185,1,1,0,176,158,18,764,318,446,36,8,28,619,215,404,3,1,2,106,94,12,675,297,378,35,7,28,535,197,338,2,1,1,103,92,11,89,21,68,1,1,0,84,18,66,1,0,1,3,2,1,1337,610,727
28,550,Sri Potti Sriramulu Nellore,822,591640,0,0,VILLAGE,Udayagiri @ Kondayapalem,Rural,3814,15870,8011,7859,1855,911,944,2463,1220,1243,546,268,278,10660,6103,4557,5210,1908,3302,6274,4513,1761,5790,4369,1421,579,360,219,540,238,302,75,43,32,4596,3728,868,484,144,340,14,5,9,192,29,163,28,5,23,250,105,145,413,119,294,13,5,8,177,25,152,26,5,21,197,84,113,71,25,46,1,0,1,15,4,11,2,0,2,53,21,32,9596,3498,6098
28,550,Sri Potti Sriramulu Nellore,822,591641,0,0,VILLAGE,Appasamudram,Rural,943,3878,2019,1859,426,229,197,420,219,201,135,64,71,2319,1419,900,1559,600,959,1661,1179,482,1333,1064,269,455,388,67,404,251,153,0,0,0,474,425,49,328,115,213,38,22,16,186,48,138,1,0,1,103,45,58,317,114,203,38,22,16,179,48,131,1,0,1,99,44,55,11,1,10,0,0,0,7,0,7,0,0,0,4,1,3,2217,840,1377
28,550,Sri Potti Sriramulu Nellore,823,0,0,0,CD BLOCK,Varikuntapadu,Total,7725,32828,16744,16084,3713,1941,1772,6978,3537,3441,1500,759,741,19854,12015,7839,12974,4729,8245,17597,9974,7623,12185,8054,4131,3186,2471,715,6059,3159,2900,100,65,35,2840,2359,481,5412,1920,3492,272,100,172,4523,1476,3047,50,18,32,567,326,241,4954,1795,3159,249,93,156,4183,1394,2789,41,15,26,481,293,188,458,125,333,23,7,16,340,82,258,9,3,6,86,33,53,15231,6770,8461
28,550,Sri Potti Sriramulu Nellore,823,0,0,0,CD BLOCK,Varikuntapadu,Rural,7725,32828,16744,16084,3713,1941,1772,6978,3537,3441,1500,759,741,19854,12015,7839,12974,4729,8245,17597,9974,7623,12185,8054,4131,3186,2471,715,6059,3159,2900,100,65,35,2840,2359,481,5412,1920,3492,272,100,172,4523,1476,3047,50,18,32,567,326,241,4954,1795,3159,249,93,156,4183,1394,2789,41,15,26,481,293,188,458,125,333,23,7,16,340,82,258,9,3,6,86,33,53,15231,6770,8461
28,550,Sri Potti Sriramulu Nellore,823,0,0,0,CD BLOCK,Varikuntapadu,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,550,Sri Potti Sriramulu Nellore,823,591642,0,0,VILLAGE,Pamurupalle,Rural,61,241,119,122,28,13,15,0,0,0,2,1,1,172,97,75,69,22,47,116,71,45,69,64,5,44,44,0,2,2,0,2,1,1,21,17,4,47,7,40,0,0,0,47,7,40,0,0,0,0,0,0,47,7,40,0,0,0,47,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,48,77
28,550,Sri Potti Sriramulu Nellore,823,591643,0,0,VILLAGE,Peddireddipalle,Rural,517,2289,1171,1118,260,146,114,289,152,137,104,54,50,1298,807,491,991,364,627,1190,669,521,692,547,145,200,183,17,261,158,103,1,1,0,230,205,25,498,122,376,24,6,18,450,101,349,1,0,1,23,15,8,476,112,364,23,6,17,430,92,338,1,0,1,22,14,8,22,10,12,1,0,1,20,9,11,0,0,0,1,1,0,1099,502,597
28,550,Sri Potti Sriramulu Nellore,823,591644,0,0,VILLAGE,Thodugupalle,Rural,66,296,149,147,45,24,21,0,0,0,7,2,5,154,93,61,142,56,86,175,91,84,88,79,9,57,55,2,11,8,3,0,0,0,20,16,4,87,12,75,1,1,0,84,10,74,0,0,0,2,1,1,86,11,75,0,0,0,84,10,74,0,0,0,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,121,58,63
28,550,Sri Potti Sriramulu Nellore,823,591645,0,0,VILLAGE,Thurpupalem,Rural,65,273,138,135,28,11,17,72,34,38,23,12,11,172,108,64,101,30,71,164,81,83,145,74,71,36,35,1,74,10,64,0,0,0,35,29,6,19,7,12,0,0,0,11,3,8,0,0,0,8,4,4,16,6,10,0,0,0,8,2,6,0,0,0,8,4,4,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0,109,57,52
28,550,Sri Potti Sriramulu Nellore,823,591646,0,0,VILLAGE,Viruvooru,Rural,571,2448,1236,1212,277,137,140,495,245,250,18,10,8,1545,933,612,903,303,600,1378,782,596,1315,752,563,338,249,89,651,257,394,7,6,1,319,240,79,63,30,33,16,8,8,41,16,25,0,0,0,6,6,0,61,30,31,16,8,8,39,16,23,0,0,0,6,6,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1070,454,616
28,550,Sri Potti Sriramulu Nellore,823,591647,0,0,VILLAGE,Kondayapalem,Rural,381,1725,874,851,216,108,108,254,130,124,22,11,11,1083,657,426,642,217,425,992,545,447,482,353,129,94,83,11,162,84,78,1,0,1,225,186,39,510,192,318,20,17,3,327,37,290,3,2,1,160,136,24,508,191,317,20,17,3,326,37,289,2,1,1,160,136,24,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,733,329,404
28,550,Sri Potti Sriramulu Nellore,823,591648,0,0,VILLAGE,Thotalacheruvupalle,Rural,426,1757,901,856,186,102,84,306,146,160,0,0,0,1009,632,377,748,269,479,1050,570,480,962,553,409,100,99,1,676,286,390,2,2,0,184,166,18,88,17,71,3,0,3,74,9,65,2,0,2,9,8,1,84,17,67,3,0,3,70,9,61,2,0,2,9,8,1,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,707,331,376
