575776,Mohammed Hussainpalle, Telangana, India,16.5807,78.0024,16.5973,78.0225,16.5629,77.9786
576972,Undrugonda, Telangana 508213, India,17.1041,79.7004,17.1055,79.7031,17.1029,79.6975
572776,Usirkapalle, Telangana, India,17.8912,77.8167,17.9024,77.8288,17.8853,77.801
576729,Munagala, Telangana, India,17.4228,79.1153,17.4447,79.1347,17.4097,79.0983
570454,Maskapur, Telangana 504203, India,19.0345,78.6314,19.0496,78.6522,19.0171,78.616
570167,Chichond, Telangana 504103, India,19.1375,77.911,19.146,77.9337,19.1173,77.8975
577133,Rachakonda Yadaiah House, Marrigudem, Telangana 508245, India,16.9412,78.8588,16.9413,78.8589,16.9412,78.8587
571701,Karimnagar Rd, Hanamkonda, Telangana, India,18.0274,79.5449,18.0469,79.5595,18.0098,79.5335
86,Ward No 7 Secunderabad, Central Battery, Trimulgherry, Secunderabad, Telangana, India,17.4884,78.5199,17.4911,78.5258,17.4704,78.4936
569711,Kupti Thanda Bus Stop, Kupti, Maharashtra 504323, India,19.2663,78.1998,,,,
576230,Kakulavaram, Telangana, India,16.195,77.7395,16.2099,77.7586,16.1746,77.7234
578363,Ramavaram, Telangana 506331, India,17.952,79.8468,17.9536,79.8485,17.9495,79.8442
579082,507111, India,17.719,80.9208,17.7854,81.0143,17.6322,80.868
573494,Gangojipet, Telangana 502293, India,17.6873,78.0684,17.6899,78.0694,17.6844,78.0661
577062,Telangana 508374, India,17.0429,79.5379,17.1192,79.6004,16.9579,79.4584
57,KPHB 5th Phase, Kukatpally, Hyderabad, Telangana, India,17.4785,78.392,17.4846,78.395,17.4731,78.3889
578579,Penugonda, Telangana, India,17.6896,79.9584,17.7074,79.9887,17.6654,79.9324
569925,Telangana 504219, India,19.1133,79.7176,19.2509,79.9456,19.018,79.6098
577513,Telangana 508207, India,16.6922,79.5154,16.9765,79.6676,16.6221,79.4087
573290,Nallampalle, Telangana 502257, India,17.825,77.7824,17.8351,77.8022,17.8108,77.7682
573401,Siddapur, Telangana, India,18.1662,78.2533,18.182,78.2757,18.137,78.2342
578281,Peddavangara Bus Stop, Thirumalagiri-Thorrur Rd, Telangana 506318, India,17.5431,79.5782,,,,
569703,Narayanpur, Telangana, India,19.2304,79.5041,19.2679,79.5306,19.197,79.4698
574505,Rasoolpur, Tandur, Telangana 501141, India,17.2441,77.6049,17.2507,77.6154,17.2378,77.5922
577327,Thoragal, Telangana 508247, India,16.9655,79.2846,16.9797,79.3071,16.9459,79.2655
576543,Matoor, Telangana 508286, India,17.5739,79.104,17.5953,79.1193,17.5524,79.0774
570494,Dharmaraopet, Telangana, India,19.0751,79.3849,19.0808,79.396,19.0665,79.3787
573076,Lingampet, Telangana, India,18.0294,78.6966,18.0482,78.708,18.0094,78.6854
570427,Paspula, Telangana 504203, India,19.2504,78.5718,19.271,78.5991,19.229,78.54
576597,Karivirala, Telangana 508234, India,17.1427,79.8647,17.1452,79.868,17.1405,79.8627
573893,Cheriyal, Telangana, India,17.552,78.1308,17.5563,78.1337,17.5473,78.123
570727,Ananthagiri, Telangana 503186, India,18.737,78.0559,18.7386,78.0583,18.735,78.0541
571031,Mirzapur, Telangana 503207, India,18.5609,77.8053,18.5686,77.8142,18.5472,77.7929
572219,Telangana 505524, India,18.5174,78.9401,18.5836,79.0102,18.4335,78.8741
577143,Chillapuram, Telangana 508253, India,17.0711,78.8666,17.0865,78.9224,17.0356,78.8416
569299,Murikilanka, Telangana 504293, India,19.4114,79.1513,19.4166,79.1588,19.4081,79.1455
571888,Sarvaipet, Andhra Pradesh, India,18.6539,80.2377,18.6972,80.2615,18.6409,80.2174
579901,Vemsoor, Telangana 507164, India,17.1302,80.7907,17.1363,80.7989,17.1243,80.7811
572508,Karimnagar Rd, Telangana, India,18.5207,79.0529,18.7882,79.1787,18.2299,78.9109
570847,Kupkal, Telangana, India,18.7295,78.4809,18.7468,78.5032,18.712,78.4645
573220,Medak-Sangareddy Rd, Andole, Telangana, India,17.8198,78.0739,17.8279,78.0755,17.8116,78.0737
575359,Gollapalle, Telangana, India,16.8125,78.0994,16.8326,78.1379,16.7769,78.061
578577,Kalwala, Telangana 506112, India,17.6581,79.8871,17.6639,79.8917,17.6545,79.8827
578288,Gannaram, Telangana, India,17.7297,79.5519,17.7426,79.5653,17.7178,79.5353
578624,Telangana 506315, India,17.3859,79.8521,17.4779,79.9827,17.3237,79.752
571792,Kannala, Telangana 505184, India,18.6388,79.6172,18.6408,79.6198,18.6367,79.6146
570679,Pokkur, Telangana, India,18.7363,79.8017,18.7528,79.8167,18.7112,79.774
572179,Nallagonda, Telangana 505501, India,18.5875,78.9133,18.5909,78.9174,18.5833,78.9087
569922,Dammireddipet, Telangana, India,19.0332,79.7035,19.0455,79.7288,19.0136,79.6751
579457,Kamalapuram, Telangana, India,17.4662,80.2293,17.4915,80.2574,17.449,80.2057
575294,Telangana 509327, India,16.9036,78.6796,16.9623,78.7968,16.7469,78.5772
571793,Mallepalle, Telangana 505184, India,18.6649,79.6249,18.6724,79.6329,18.6521,79.6181
577824,Gorlavedu, Telangana, India,18.396,79.8017,18.4328,79.822,18.3712,79.7819
577430,Rajavaram, Telangana, India,16.6931,79.4197,16.7309,79.4503,16.6658,79.3894
570699,Binola, Telangana, India,18.89,78.0595,18.9227,78.0794,18.823,78.0372
574566,Kaplapur, Telangana 509339, India,16.9453,77.7481,16.9531,77.7618,16.9368,77.7304
578622,Mungimadugu, Telangana, India,17.5072,79.8241,17.53,79.8469,17.4842,79.8146
574000,Amradi Kalan, Telangana, India,17.5644,77.8967,17.5804,77.925,17.5439,77.8814
576560,Mothkur - Gundala Rd, Telangana 508277, India,17.502,79.2908,17.5537,79.303,17.4558,79.259
570144,Darkubeer, Telangana 504103, India,19.2548,77.9596,19.2633,77.9709,19.2462,77.9505
571770,Rajapur, Telangana 505188, India,18.6341,79.5849,18.6358,79.5893,18.6307,79.581
569609,Talamadri, Telangana, India,19.414,78.5178,19.4232,78.5289,19.4025,78.4983
579169,Narayanapuram Road, Narayanapuram, Telangana 507303, India,17.1774,80.8664,17.1777,80.8738,17.1761,80.8592
577568,Kuchipudi Thanda, Telangana 508238, India,16.8905,79.9918,16.908,80.0024,16.8863,79.9877
574584,Komreddipalle, Telangana, India,16.9061,77.8196,16.9249,77.833,16.8832,77.7983
574689,Kankal, Telangana 501501, India,17.2007,78.0066,17.2252,78.0402,17.1787,77.9812
572218,Telangana 505445, India,18.5916,79.008,18.6368,79.0413,18.523,78.9471
570867,Telangana 503311, India,18.7886,78.3956,18.8707,78.4376,18.6947,78.3281
573787,Cheekumaddur, Telangana 502314, India,17.7884,78.1308,17.7986,78.1447,17.7788,78.1177
572914,Venkatapur, Telangana 502117, India,18.0331,78.3067,18.0351,78.3105,18.03,78.3029
570714,Kosli, Telangana 503245, India,18.8311,77.9624,18.8612,77.9908,18.8091,77.9411
571006,Telangana 503180, India,18.6598,77.9339,18.7142,77.9527,18.5982,77.8809
569061,Makoda, Telangana 504309, India,19.7169,78.6711,19.7308,78.6849,19.7015,78.6636
575622,Vankeswaram, Telangana 509201, India,16.4303,78.9097,16.434,78.9128,16.4276,78.9069
575008,Desaipalle, Telangana, India,16.8414,77.5648,16.8598,77.5762,16.8254,77.5551
573017,Telangana 502267, India,18.1677,78.9628,18.2127,79.0146,18.1082,78.8899
575032,Chintaldinne, Telangana 509411, India,16.8851,77.6164,16.8908,77.6347,16.8741,77.602
573215,Dadaipalle, Telangana 502270, India,17.9041,78.0224,17.9188,78.0283,17.8954,78.0107
573673,Telangana 502334, India,17.836,78.4866,17.8996,78.6223,17.7549,78.3437
578439,Kishtapur, Telangana, India,17.867,80.0507,17.8777,80.0657,17.8601,80.0361
573334,Basanthpur, Telangana 502249, India,17.7872,77.544,17.7898,77.5476,17.7835,77.5406
575634,Lingotam Pedda Cheruvu Dam, Telangana 508373, India,16.9033,78.8745,,,,
579023,Pattucheera, Andhra Pradesh 507129, India,17.6838,81.0479,17.711,81.0676,17.6633,81.0313
573168,Telangana 502248, India,18.053,78.407,18.1098,78.4588,17.9763,78.3145
573189,Chinna Ghanpur, Telangana 502381, India,17.9724,78.1607,17.9752,78.1656,17.9682,78.1569
577461,Telangana 508217, India,16.9496,79.5379,17.0337,79.645,16.8909,79.4584
211,537, Road Number 10, Jubilee Hills, Hyderabad, Telangana 500033, India,17.4327,78.4072,17.4327,78.4072,17.4327,78.4072
576732,Nakkala Palle Road, Nakkala Palle, Telangana 508210, India,17.2895,79.2937,17.2945,79.2948,17.2851,79.2922
570155,Godapur, Telangana 504103, India,19.1944,77.8882,19.2109,77.9,19.1796,77.8759
576149,Turkadinne, Telangana 509206, India,16.2933,78.2327,16.2948,78.2363,16.2905,78.229
573128,Lingareddipalle, Telangana 502278, India,17.8945,78.637,17.9068,78.6516,17.888,78.6289
572254,Gollapalle, Telangana, India,18.4592,79.2508,18.4816,79.2703,18.4456,79.2343
576562,Vangala, Telangana, India,17.4683,79.3071,17.487,79.3185,17.4577,79.2855
576970,Chivvemla, Telangana 508213, India,17.1519,79.686,17.1548,79.6893,17.1498,79.6823
571347,Telangana 503187, India,18.3486,77.9053,18.4684,77.9936,18.2375,77.7746
569041,Hashampur, Telangana 504309, India,19.7561,78.5732,19.762,78.5806,19.7498,78.5672
575602,Gajra, Telangana, India,16.5831,78.6626,16.5929,78.7052,16.5589,78.647
579737,Ananthasagar, Telangana 507208, India,17.1559,80.1889,17.1579,80.1919,17.1509,80.1854
578003,Bollepally, Telangana 506347, India,18.1899,80.1287,18.1906,80.1302,18.1893,80.1275
571892,Burgugudem, Andhra Pradesh, India,18.671,80.2851,18.6859,80.3069,18.6587,80.2549
577338,Nadikuda, Telangana 508256, India,16.8566,79.2056,16.8809,79.2226,16.836,79.1808
122,534, Road Number 10, Jubilee Hills, Hyderabad, Telangana 500033, India,17.4327,78.4072,17.4327,78.4072,17.4327,78.4072
578842,Subbampeta Z, Telangana 507133, India,18.0747,80.7956,18.0794,80.7992,18.0693,80.7928
579472,Kondaigudem, Telangana, India,17.41,80.2154,17.4369,80.2636,17.3884,80.1974
579627,Pindiprolu, Telangana 507183, India,17.3243,80.0067,17.3283,80.0111,17.3212,80.0011
574386,Madhvapur, Telangana 501106, India,17.4084,77.7252,17.421,77.7374,17.3983,77.7143
802932,Manuguru, Telangana 507117, India,17.9312,80.8266,17.9665,80.8311,17.9038,80.7814
579613,Lakshmidevipalle, Telangana 507161, India,17.315,79.8941,17.3286,79.9115,17.3067,79.8801
579856,Matoor, Telangana, India,16.9404,80.416,16.9651,80.4637,16.9044,80.391
570896,Manoharabad, Telangana 503224, India,18.7031,78.3038,18.7059,78.306,18.7009,78.3012
571687,Arpapalle, Telangana 505425, India,19.0628,79.0235,19.0678,79.0266,19.0564,79.0197
572039,Datnur, Gollapally, Telangana 505532, India,18.7998,79.1125,18.807,79.1186,18.7926,79.1083
572803,Bhanapur, Telangana 502286, India,18.0168,77.7767,18.0253,77.7886,18.0064,77.7683
569057,Khapri, Telangana 504309, India,19.7483,78.6916,19.7496,78.6934,19.7469,78.6891
575618,Turkapalli, Telangana 509201, India,16.3543,78.7894,16.3564,78.7915,16.3527,78.7881
570428,Itikyal, Telangana 504203, India,19.2533,78.6172,19.2814,78.6335,19.2179,78.5925
571571,Anthampalle, Telangana 503102, India,18.2182,78.3871,18.2268,78.411,18.2065,78.3626
579433,Ramachandra Puram, Telangana 507211, India,17.6513,80.1261,17.678,80.1538,17.6268,80.1008
574673,Pudur, Telangana 501401, India,17.6204,78.5256,17.6237,78.5296,17.6171,78.5204
578359,Telangana 506132, India,17.9522,79.9417,18.0579,80.0509,17.8731,79.8315
572812,Narayankhed Bypass Road, Narayankhed, Telangana 502286, India,18.0329,77.7803,18.0361,77.784,18.032,77.7764
573116,Yelkal, Telangana 502334, India,17.8498,78.5803,17.8681,78.6002,17.8312,78.5731
576208,Nagasanipalle, Telangana, India,16.1542,78.0367,16.1621,78.0546,16.1346,78.0199
572090,Mothe, Telangana 505327, India,18.7886,78.9352,18.793,78.9382,18.784,78.9313
573765,Achampet, Telangana 502313, India,17.7597,78.3302,17.7749,78.3425,17.7464,78.3175
573782,Nathinoipalle, Telangana 502313, India,17.6894,78.3245,17.7063,78.3383,17.6738,78.3074
571254,Donkal, Telangana, India,18.4755,78.3444,18.5149,78.3673,18.4469,78.3262
573420,Jeerlapalle, Telangana, India,17.7392,77.7692,17.7548,77.8052,17.7206,77.7642
570007,Gundala, Telangana, India,19.0476,79.1887,19.0906,79.2298,19.02,79.1485
578635,Burhanpuram, Telangana 506315, India,17.3489,79.8373,17.38,79.8436,17.3339,79.8146
576518,Sadu Velle, Telangana, India,17.6573,78.9769,17.6655,78.9921,17.6441,78.9649
578937,Paidagudem, Andhra Pradesh, India,17.9185,80.9843,17.9325,81.0008,17.9091,80.9755
569359,Chunchupalle, Telangana 504299, India,19.4136,79.5744,19.4227,79.5902,19.4038,79.5607
576521,Peddakandukur, Telangana 508286, India,17.5988,78.9875,17.6014,78.9902,17.5972,78.9835
577581,Yatavakilla, Telangana, India,16.8119,79.7912,16.8487,79.8106,16.7936,79.7577
569301,Kallegaon, Telangana, India,19.3694,79.1718,19.4216,79.2027,19.334,79.1546
573544,Faizabad, Telangana 502314, India,17.8456,78.1137,17.8535,78.1269,17.8371,78.103
573921,Medak Rd, Hyderabad, Telangana, India,17.569,78.4251,17.5752,78.4296,17.5644,78.4232
573096,Almaspur, Telangana 502102, India,18.043,78.5803,18.0568,78.5897,18.032,78.5714
570767,Telangana 503217, India,18.8889,78.3159,18.9489,78.3986,18.8114,78.248
570986,Jadi Jamalpur, Telangana 503185, India,18.6998,77.8524,18.7025,77.8563,18.6961,77.8496
579635,Jeellacheruvu pond, Telangana 507170,17.2425,80.0067,17.246,80.0092,17.2391,80.0016
579710,Aregudem road, Acharlagudem, Telangana 507160, India,17.1286,80.0436,17.1315,80.0561,17.1207,80.028
574900,Nagaram, Telangana 501218, India,17.1824,78.3913,17.1861,78.3965,17.1774,78.3889
571864,Peddapalli Chowrasta Cir, Kisan Nagar, Karimnagar, Telangana 505001, India,18.4401,79.1399,18.4401,79.1404,18.4398,79.1396
573318,Ganeshpur, Telangana 502249, India,17.8268,77.5659,17.8287,77.5673,17.8256,77.5638
573583,Jhandapalle, Telangana, India,17.8543,78.4496,17.8677,78.4625,17.8477,78.4432
578465,Ootla, Telangana 506134, India,17.807,80.0228,17.8252,80.0315,17.7921,80.0142
578449,Gangaram, Telangana 506135, India,17.822,80.2015,17.8341,80.2071,17.8157,80.196
579327,Maredubaka, Andhra Pradesh, India,17.5353,81.1362,17.5808,81.1527,17.4864,81.1098
569794,Gollet, Telangana, India,19.2238,79.3916,19.2404,79.4158,19.1916,79.3581
112,537, Road Number 10, Jubilee Hills, Hyderabad, Telangana 500033, India,17.4327,78.4072,17.4327,78.4072,17.4327,78.4072
571487,Akkampalle, Telangana 503108, India,18.1065,78.0909,18.1151,78.1004,18.0929,78.0836
577965,Telangana 506347, India,18.1267,80.1429,18.2076,80.3875,17.9349,80.0509
570940,Dharmaram (B), Telangana, India,18.6499,78.1664,18.6608,78.1749,18.641,78.157
574047,Chandippa, Telangana 501203, India,17.4434,78.114,17.4452,78.1159,17.44,78.1119
494,541, Road Number 10, Jubilee Hills, Hyderabad, Telangana 500033, India,17.4327,78.4072,17.4327,78.4072,17.4327,78.4072
571104,Ladegaon, Telangana 503305, India,18.37,77.6507,18.3838,77.6647,18.3533,77.633
571471,Bhiknoor, Telangana 503122, India,18.1663,78.0625,18.181,78.0644,18.1585,78.0445
576675,Chittaloor, Telangana 508210, India,17.3389,79.4401,17.341,79.4467,17.3357,79.4347
568945,Karanji, Maharashtra 504312, India,19.8557,78.3124,19.8586,78.3154,19.854,78.31
579708,Mallaram, Telangana 507169, India,17.0082,80.1408,17.0098,80.1444,17.0068,80.1372
569428,Koyachichal, Telangana 504299, India,19.2531,79.8017,19.2958,79.8337,19.2394,79.7944
569135,Umrei, Telangana, India,19.6242,78.3245,19.6392,78.3399,19.6182,78.3074
574858,Lingampally, Telangana 501508, India,17.18,78.7065,17.1839,78.7096,17.1779,78.7039
578345,Anantharam, Telangana, India,17.9684,79.7484,17.9746,79.755,17.9628,79.7373
570520,Budha Khurd Rural, Telangana 504251, India,19.0832,79.4985,19.0976,79.5167,19.0701,79.489
576107,Vallabhapur, Telangana 509401, India,16.3573,78.5121,16.3784,78.5189,16.335,78.4992
576573,Mali Puram, Telangana 508223, India,17.4733,79.4563,17.4824,79.4786,17.4592,79.4342
571193,Akbar Nagar, Telangana 503188, India,18.5623,77.8817,18.5669,77.8872,18.5582,77.879
569613,Girjam, Telangana 504307, India,19.4111,78.4724,19.4275,78.4901,19.4005,78.4538
574944,Polepalli, Telangana, India,17.0395,77.7588,17.0424,77.7617,17.0361,77.7553
572566,Rajapur, Telangana, India,18.317,79.3508,18.3208,79.3566,18.3137,79.3458
579774,Tallada, Telangana 507167, India,17.2125,80.4243,17.2233,80.4286,17.2072,80.4116
575605,Telangana 509349, India,16.5708,78.5434,16.641,78.7156,16.4979,78.4048
576229,Jilladabanda, Telangana 509125, India,16.2181,77.7395,16.2338,77.7552,16.2056,77.7195
574937,Chowdarpalle, Telangana, India,17.0972,77.7166,17.1073,77.7346,17.0846,77.7
579725,Painampalle, Telangana, India,17.2838,79.8549,17.2992,79.8696,17.2659,79.8446
571153,Shantapur, Telangana, India,18.3211,77.7509,18.3353,77.7657,18.2975,77.7293
568997,Tontoli, Telangana 504001, India,19.6241,78.549,19.6425,78.5741,19.6118,78.5322
571481,Dharmareddy, Telangana 503108, India,18.1446,78.0937,18.1707,78.1153,18.1128,78.0796
579018,Fergusanpeta, Andhra Pradesh 507111, India,17.7284,80.9346,17.7339,80.9527,17.7134,80.9241
579160,Boddugudem, Andhra Pradesh 507129, India,17.7522,81.2312,17.7561,81.2347,17.7495,81.228
574933,Regadmailwar, Telangana 509338, India,17.1083,77.6622,17.1163,77.6822,17.0999,77.6493
575469,Telangana 509311, India,16.6025,77.4931,16.6563,77.5956,16.5552,77.4536
579198,Yerrampeta, Andhra Pradesh 534312, India,17.0699,81.3984,17.0732,81.4039,17.0659,81.3948
575385,Mahabubnagar Rd, Jadcherla, Telangana 509301, India,16.7723,78.1295,16.7744,78.1311,16.7692,78.1268
572745,Kharamungi, Andhra Pradesh, India,18.0063,77.622,18.0308,77.6367,18.0026,77.5856
572333,Thadagonda, Telangana 505524, India,18.5353,78.9458,18.5562,78.961,18.5206,78.9287
573223,Medak - Bodmatpally Rd, Telangana, India,17.9459,77.9908,17.9482,77.9936,17.9436,77.9879
577101,Telangana 508247, India,17.0359,79.4029,17.1323,79.4997,16.8876,79.2446
578735,Edjarlapalle Z, Telangana, India,18.331,80.5006,18.3415,80.5131,18.3205,80.4881
570670,Telangana 504201, India,18.7845,79.7176,18.8977,79.8492,18.6715,79.5935
571265,Sirikonda, Telangana 503165, India,18.58,78.451,18.5847,78.4577,18.5764,78.4468
576539,Manthapuri, Telangana 508286, India,17.6184,79.0511,17.6207,79.0556,17.6149,79.0464
577076,Ganganapalem, Telangana, India,16.9859,79.3944,16.9992,79.404,16.9776,79.3804
574821,Debbadaguda, Telangana 501359, India,17.0466,78.4944,17.0509,78.4965,17.0454,78.4929
570989,Bardhipur, Maharashtra 503235, India,18.7061,77.91,18.7087,77.9128,18.7044,77.9082
70,KPHB 5th Phase, Kukatpally, Hyderabad, Telangana, India,17.4785,78.392,17.4846,78.395,17.4731,78.3889
577472,Matur, Telangana, India,16.7648,79.5126,16.7843,79.5441,16.7516,79.4918
571633,Indira Nagar, Telangana 505331, India,18.9325,78.6881,18.9408,78.7016,18.9274,78.674
576098,Ananthavaram, Telangana 509401, India,16.2869,78.549,16.3158,78.5735,16.2662,78.5252
572191,Nancherla, Telangana 505532, India,18.7267,79.0885,18.7347,79.0974,18.7216,79.0795
572530,Bonthupalle, Telangana, India,18.375,79.3663,18.3936,79.3739,18.3577,79.3582
571245,Ramadugu, Telangana 503164, India,18.6209,78.3088,18.6286,78.3121,18.6125,78.3049
573078,Lingapur, Telangana, India,17.9917,78.6512,18.0058,78.6655,17.9671,78.6324
578563,Brahmanakothapalle, Telangana, India,17.5588,79.7484,17.5725,79.7709,17.5467,79.7287
579356,Yanambile, Telangana 507154, India,17.6821,80.6691,17.7138,80.7011,17.6758,80.6615
572145,Telangana 505325, India,18.8123,78.5888,18.9071,78.6773,18.7226,78.5425
577907,Eturnagaram, Telangana, India,18.3378,80.4299,18.3568,80.4381,18.3289,80.4226
570320,Gundampally, Telangana 504306, India,19.0663,78.1971,19.0696,78.201,19.0634,78.1916
571098,Kanthali, Telangana 503305, India,18.3647,77.5705,18.3806,77.5839,18.3452,77.5589
578510,Chinnakorpole, Telangana 506122, India,17.7657,79.8465,17.779,79.8706,17.7508,79.8299
569656,Chintal Sangvi, Telangana, India,19.4975,78.3586,19.5098,78.3775,19.486,78.3376
577795,Chain Paka, Telangana, India,18.3955,79.6839,18.4155,79.7344,18.3621,79.6449
577419,Sreenadhapur, Telangana 508278, India,16.8536,79.3156,16.8759,79.3398,16.8451,79.2968
575531,Gudibanda, Telangana, India,16.5723,77.811,16.5876,77.8225,16.5568,77.8024
573736,502220, India,17.5827,77.5849,17.7044,77.6764,17.5427,77.4958
573542,Somakkapet, Telangana 502314, India,17.8683,78.1507,17.8798,78.1676,17.8516,78.1398
575680,Gouraram, Telangana 509385, India,16.478,78.4787,16.4806,78.4816,16.475,78.4762
569124,Lingi, Andhra Pradesh 504312, India,19.6979,78.3757,19.7132,78.3913,19.6799,78.3426
569897,Dasnapur, Telangana, India,19.1035,79.8045,19.1281,79.8361,19.091,79.7831
578320,Liabarthi, Telangana, India,17.7492,79.6299,17.7536,79.6357,17.7461,79.6263
568970,Bandalnagapur, Telangana 504312, India,19.7101,78.4724,19.7201,78.4839,19.6998,78.4576
578995,Maredubaka Z, Telangana, India,17.7996,80.9512,17.8172,80.9822,17.7745,80.9206
579466,Khammam-Yellandu Rd, Nemilipuri, Telangana 507122, India,17.434,80.2615,17.4542,80.2682,17.415,80.2494
578962,Anjubaka, Telangana 507137, India,17.8585,80.9249,17.8638,80.9281,17.8538,80.9202
574049,Parveda - Sankepally - AnthappaGud Rd, Parveda Khalsa, Telangana 501203, India,17.4085,78.1062,17.4142,78.1113,17.4048,78.0979
576698,Telangana 508277, India,17.4953,79.2677,17.6236,79.4541,17.3429,79.1662
578223,Goparajpalle, Telangana, India,17.8047,79.1069,17.8287,79.1214,17.7903,79.0876
573003,Vittalpur, Telangana, India,18.2257,78.8552,18.2482,78.8833,18.2022,78.8356
577356,Chepur, Telangana 508256, India,16.8254,79.1661,16.8597,79.1873,16.7957,79.1122
578639,Veeraram, Telangana 506315, India,17.4377,79.8941,17.4456,79.8979,17.4321,79.8848
578354,Warangal Rd, Gorrekunta Village, Gorrekunta Rural, Telangana 506013, India,17.9621,79.6413,17.9629,79.6435,17.9609,79.6389
575964,Dharur, Telangana 509125, India,16.2343,77.6951,16.238,77.7013,16.2314,77.6908
570042,Dharmajipet, Telangana 504202, India,19.0903,78.7466,19.092,78.748,19.0885,78.7443
577757,Cherlapalle, Telangana, India,18.2015,79.6193,18.2117,79.6323,18.1891,79.6027
576245,Palwai, Telangana, India,16.1616,77.7624,16.189,77.7923,16.1314,77.7415
577592,Kandibanda, Telangana 508204, India,16.8667,79.9459,16.8722,79.9517,16.864,79.9403
579545,Malkaram, Telangana, India,17.2969,81.0479,17.3538,81.0834,17.2466,81.0093
569694,Pochera, Telangana 504304, India,19.3344,78.3608,19.3376,78.363,19.3323,78.3574
571547,Gargul, Telangana 503144, India,18.3765,78.3608,18.3795,78.367,18.3706,78.3574
570397,Rampur, Telangana, India,19.2095,78.4809,19.2183,78.4911,19.1985,78.4655
578459,Vengapet, Telangana 506134, India,17.8449,79.9612,17.8577,79.9721,17.824,79.9373
569226,Kolama, Andhra Pradesh 504346, India,19.5759,78.9486,19.5922,78.9738,19.5595,78.9318
571942,Telangana 505212, India,18.5782,79.5941,18.6446,79.6375,18.5338,79.5241
579470,Vutukuru, Telangana 507122, India,17.4571,80.2955,17.4622,80.2989,17.453,80.2931
579830,507204, India,17.0219,80.2879,17.0905,80.3444,16.9473,80.1989
572764,Athimail, Telangana, India,17.9265,77.7309,17.9412,77.746,17.9102,77.714
577961,Narlapur Rd, Narlapur, Telangana 506165, India,18.3086,80.2014,18.3138,80.207,18.3044,80.2002
569176,Indervelly B, Telangana 504346, India,19.492,78.6853,19.5182,78.702,19.4685,78.6609
